name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.92582256666667,0.5551045502582483
Sn01,Sn,37.475,54.7537631,0.5589204735425753
Ta01,Ta,27.334,54.591193133333334,0.5568271896194685
Cu01,Cu,21.906,54.459624899999994,0.5580293402979124
Al_degrader_A1,Al,599.0,52.172489875000004,1.575314044253553
Ni02,Ni,23.091,49.83183023333334,0.5967629425318557
Sn02,Sn,37.211,49.64961156666667,0.6002516964736923
Ta02,Ta,27.396,49.479097966666664,0.5977589020688293
Cu02,Cu,22.235,49.33887310000001,0.5991497214912619
Al_degrader_B2,Al,415.0,47.6168591,1.266090426426978
Ni03,Ni,22.966,45.85882043333334,0.6344481459944636
Sn03,Sn,37.13,45.66597013333333,0.6389474168568038
Ta03,Ta,27.702,45.4846332,0.6372923621000751
Cu03,Cu,22.253,45.33477383333334,0.6393033764825369
Al_degrader_C5,Al,261.5,44.152229000000005,1.0189787807206783
Ni04,Ni,22.982,42.94832173333334,0.6672167839273296
Sn04,Sn,36.99,42.746198199999995,0.6721483563793239
Ta04,Ta,27.518,42.55678996666667,0.6707103694486904
Cu04,Cu,22.289,42.3998028,0.6730547187602902
Al_degrader_E8_E1,Al,136.6,41.7128712,0.8396824154864901
Ni05,Ni,22.942,41.01445076666667,0.6911053431588744
Sn05,Sn,8.004,40.89789346666667,0.6889438021473998
Ta05,Ta,27.197,40.79567226666667,0.6927206681322053
Cu05,Cu,22.311,40.634612100000005,0.6953940292143177
Al_degrader_E4_E3_E2,Al,204.89999999999998,39.607390280000004,0.9731842948596745
Ni06,Ni,22.631,38.56168883333334,0.7247797420655737
Sn06,Sn,7.816,38.44164343333334,0.7227760449315401
Ta06,Ta,27.374,38.33490956666667,0.7269028377221262
Cu06,Cu,22.233,38.165775366666665,0.7297626836672315
Al_degrader_E7_E6_E5,Al,204.89999999999998,37.085915166666666,1.008024755385488
Ni07,Ni,22.529,35.9844401,0.7646926852306901
Sn07,Sn,7.917,35.8578647,0.7627737562085999
Ta07,Ta,27.539,35.74472933333334,0.7673312844351446
Cu07,Cu,22.258,35.5661744,0.7708220863368148
