name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91948703333334,0.5551605313167225
Sn01,Sn,37.475,54.730078133333336,0.5596058844358075
Ta01,Ta,27.334,54.55123013333334,0.5569337124876852
Cu01,Cu,21.906,54.4064272,0.5582747332334025
Al_degrader_A1,Al,599.0,51.88312111111111,1.6983064167964799
Ni02,Ni,23.091,49.294640300000005,0.6014733357480695
Sn02,Sn,37.211,49.092833966666674,0.6060835321688468
Ta02,Ta,27.396,48.903998766666675,0.603540048269496
Cu02,Cu,22.235,48.74856473333333,0.6053920878320063
Al_degrader_B2,Al,415.0,46.83228205000001,1.3620994188192717
Ni03,Ni,22.966,44.87051586666667,0.646262856131246
Sn03,Sn,37.13,44.65490750000001,0.651704032858283
Ta03,Ta,27.702,44.45199763333334,0.6495536206717135
Cu03,Cu,22.253,44.28441,0.6517977947441471
Al_degrader_C5,Al,261.5,42.95715631666667,1.0804014911743534
Ni04,Ni,22.982,41.6024823,0.6850002225206768
Sn04,Sn,36.99,41.374741699999994,0.691010408711603
Ta04,Ta,27.518,41.16132483333334,0.6890592559061754
Cu04,Cu,22.289,40.98422443333334,0.6918579802457141
Al_degrader_E8_E1,Al,136.6,40.20762305,0.865529499271225
Ni05,Ni,22.942,39.41608263333334,0.7138833627223233
Sn05,Sn,8.004,39.2839923,0.7110973540057954
Ta05,Ta,27.197,39.168235466666665,0.715808052312524
Cu05,Cu,22.311,38.9854507,0.7190010416331192
Al_degrader_E4_E3_E2,Al,204.89999999999998,37.81564968333333,1.0395734305048239
Ni06,Ni,22.631,36.621201733333336,0.7555932811398355
Sn06,Sn,7.816,36.483745766666665,0.7529730052036476
Ta06,Ta,27.374,36.361854300000005,0.7581405579254483
Cu06,Cu,22.233,36.1684789,0.7618245031423729
Al_degrader_E7_E6_E5,Al,204.89999999999998,34.92556887142858,1.0927374426311907
Ni07,Ni,22.529,33.653087766666665,0.8067323610489906
Sn07,Sn,7.917,33.5066455,0.8043559477389867
Ta07,Ta,27.539,33.37598493333334,0.8101525637637615
Cu07,Cu,22.258,33.16923273333334,0.8146911124071475
