name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91087026666666,0.5560401699840839
Sn01,Sn,37.475,54.704222300000005,0.5611728184638936
Ta01,Ta,27.334,54.50899226666667,0.5579037902185247
Cu01,Cu,21.906,54.350896733333336,0.5594121818504333
Al_degrader_A1,Al,599.0,51.589907100000005,1.8248864730085514
Ni02,Ni,23.091,48.75049966666667,0.6074244784332361
Sn02,Sn,37.211,48.52854830000001,0.6130370471951728
Ta02,Ta,27.396,48.320821300000006,0.6099728191755569
Cu02,Cu,22.235,48.14977846666667,0.6121276372263513
Al_degrader_B2,Al,415.0,46.034007744444445,1.4640018290767343
Ni03,Ni,22.966,43.86194936666667,0.658924964850272
Sn03,Sn,37.13,43.62255403333334,0.6654104614800292
Ta03,Ta,27.702,43.397349600000005,0.6626961611828657
Cu03,Cu,22.253,43.21107320000001,0.6653957651216005
Al_degrader_C5,Al,261.5,41.732105600000004,1.1502529382171607
Ni04,Ni,22.982,40.21842993333333,0.7044678021201506
Sn04,Sn,36.99,39.96358813333333,0.7116628340015954
Ta04,Ta,27.518,39.72474556666667,0.70921276327842
Cu04,Cu,22.289,39.526423333333334,0.7125851065818191
Al_degrader_E8_E1,Al,136.6,38.653365275,0.9219094301633839
Ni05,Ni,22.942,37.76218130000001,0.7393568551542916
Sn05,Sn,8.004,37.613326799999996,0.7359006520822591
Ta05,Ta,27.197,37.48306063333333,0.7415360709524517
Cu05,Cu,22.311,37.27700323333334,0.7455068580432685
Al_degrader_E4_E3_E2,Al,204.89999999999998,35.951506571428574,1.1175109441265132
Ni06,Ni,22.631,34.593487700000004,0.7911472028740143
Sn06,Sn,7.816,34.43689403333333,0.7879599293773757
Ta06,Ta,27.374,34.29814606666666,0.7944358142299449
Cu06,Cu,22.233,34.07781246666667,0.7990913631731452
Al_degrader_E7_E6_E5,Al,204.89999999999998,32.6514957125,1.1933688036789456
Ni07,Ni,22.529,31.184586333333332,0.8574319286177896
Sn07,Sn,7.917,31.015337666666667,0.8546665447107947
Ta07,Ta,27.539,30.864544600000002,0.8621546427087041
Cu07,Cu,22.258,30.625380266666667,0.8681369181935507
