name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.910539433333334,0.5558146516705716
Sn01,Sn,37.475,54.7060648,0.5608589349093287
Ta01,Ta,27.334,54.512902700000005,0.5576678225724612
Cu01,Cu,21.906,54.35651596666666,0.5591495317400038
Al_degrader_A1,Al,599.0,51.62525866,1.8068475790987475
Ni02,Ni,23.091,48.81725846666667,0.6065967622687927
Sn02,Sn,37.211,48.59787803333334,0.6120349422956167
Ta02,Ta,27.396,48.39254220000001,0.6090196120699453
Cu02,Cu,22.235,48.22347203333334,0.6112114721200829
Al_degrader_B2,Al,415.0,46.132907611111115,1.449082826487102
Ni03,Ni,22.966,43.98731996666667,0.6571795671057737
Sn03,Sn,37.13,43.75102963333333,0.6635428872262382
Ta03,Ta,27.702,43.52873263333334,0.6608546908726599
Cu03,Cu,22.253,43.34487803333334,0.6635831790043095
Al_degrader_C5,Al,261.5,41.88517347142858,1.1391000945830407
Ni04,Ni,22.982,40.39177586666667,0.7018958448119271
Sn04,Sn,36.99,40.14037900000001,0.7089128035419213
Ta04,Ta,27.518,39.9047692,0.7065638362747984
Cu04,Cu,22.289,39.70916046666667,0.7098603143227891
Al_degrader_E8_E1,Al,136.6,38.84854,0.9145029542871914
Ni05,Ni,22.942,37.97018743333333,0.7359490681213927
Sn05,Sn,8.004,37.8234774,0.7325347398059523
Ta05,Ta,27.197,37.695028066666666,0.7381004899146613
Cu05,Cu,22.311,37.492035,0.7419550112877469
Al_degrader_E4_E3_E2,Al,204.89999999999998,36.18681944285714,1.1054906118612695
Ni06,Ni,22.631,34.85001963333333,0.7862967482326242
Sn06,Sn,7.816,34.6960003,0.7831705491568084
Ta06,Ta,27.374,34.55943380000001,0.7895001900469858
Cu06,Cu,22.233,34.34257926666666,0.7940134923602552
Al_degrader_E7_E6_E5,Al,204.89999999999998,32.9405026875,1.1784981288934138
Ni07,Ni,22.529,31.499298766666666,0.8504612718627926
Sn07,Sn,7.917,31.333058866666665,0.8477623869151361
Ta07,Ta,27.539,31.184883099999997,0.8550416906021152
Cu07,Cu,22.258,30.950175100000003,0.8607264718480487
