name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90684003333334,0.5560501781410249
Sn01,Sn,37.475,54.68938416666667,0.5615941453422025
Ta01,Ta,27.334,54.48397283333334,0.5579054847630007
Cu01,Cu,21.906,54.317573566666674,0.5595508940998536
Al_degrader_A1,Al,599.0,51.40746970909091,1.8995584414639646
Ni02,Ni,23.091,48.4095991,0.6107697961964529
Sn02,Sn,37.211,48.17475586666667,0.6168598709584824
Ta02,Ta,27.396,47.9549365,0.6133649601184301
Cu02,Cu,22.235,47.77405923333334,0.6157401426668657
Al_degrader_B2,Al,415.0,45.53065701111112,1.5393824919618329
Ni03,Ni,22.966,43.22372026666667,0.6663927587761306
Sn03,Sn,37.13,42.969161633333336,0.6735328513205565
Ta03,Ta,27.702,42.72963553333334,0.6703781036331031
Cu03,Cu,22.253,42.53145236666667,0.6733730679430724
Al_degrader_C5,Al,261.5,40.95347708571428,1.2068430806461572
Ni04,Ni,22.982,39.3360287,0.7166543235360942
Sn04,Sn,36.99,39.06336950000001,0.7246976471626521
Ta04,Ta,27.518,38.807786966666676,0.7218389131125214
Cu04,Cu,22.289,38.595498500000005,0.7256968902356896
Al_degrader_E8_E1,Al,136.6,37.65902398,0.9396125508873115
Ni05,Ni,22.942,36.701170899999994,0.7558214707587082
Sn05,Sn,8.004,36.54112633333334,0.7518767705148823
Ta05,Ta,27.197,36.40113196666667,0.7582014806884331
Cu05,Cu,22.311,36.179630200000005,0.7627367028763115
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.7492007875,1.1676977113146108
Ni06,Ni,22.631,33.2798254,0.8152148176083241
Sn06,Sn,7.816,33.1102044,0.8116391461443769
Ta06,Ta,27.374,32.96005263333333,0.819021302875002
Cu06,Cu,22.233,32.7211999,0.8244616370133038
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.167376888888892,1.261796539048497
Ni07,Ni,22.529,29.563490933333334,0.8937317987243873
Sn07,Sn,7.917,29.37807726666667,0.8907182272918087
Ta07,Ta,27.539,29.21305096666667,0.8994910851526354
Cu07,Cu,22.258,28.950968533333338,0.9066846798142388
