name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90816603333334,0.5565497784561583
Sn01,Sn,37.475,54.6972207,0.5618451525923401
Ta01,Ta,27.334,54.4979271,0.5584281061625181
Cu01,Cu,21.906,54.336548566666664,0.5600171089124083
Al_degrader_A1,Al,599.0,51.51573987,1.8612370667092313
Ni02,Ni,23.091,48.613112400000006,0.609530408018807
Sn02,Sn,37.211,48.386096800000004,0.6151815133463402
Ta02,Ta,27.396,48.1736324,0.6119018627772267
Cu02,Cu,22.235,47.998587766666674,0.6142596076554376
Al_degrader_B2,Al,415.0,45.831990411111114,1.4942016025799523
Ni03,Ni,22.966,43.606157233333334,0.6625682217535632
Sn03,Sn,37.13,43.3608282,0.6692750680784596
Ta03,Ta,27.702,43.12989476666667,0.6664066698290257
Cu03,Cu,22.253,42.93906796666667,0.6692734523201501
Al_degrader_C5,Al,261.5,41.42075414285714,1.172995143022453
Ni04,Ni,22.982,39.86605806666667,0.7099801723721555
Sn04,Sn,36.99,39.60411213333334,0.7175288544902676
Ta04,Ta,27.518,39.358712833333335,0.7149342882638275
Cu04,Cu,22.289,39.15482206666667,0.7184811440390966
Al_degrader_E8_E1,Al,136.6,38.256891079999995,0.9183679486003606
Ni05,Ni,22.942,37.339143766666666,0.7465586595826297
Sn05,Sn,8.004,37.185921500000006,0.7429275531107213
Ta05,Ta,27.197,37.05173166666667,0.7488525675974027
Cu05,Cu,22.311,36.83959936666667,0.753013397507817
Al_degrader_E4_E3_E2,Al,204.89999999999998,35.472834014285716,1.1422351887256093
Ni06,Ni,22.631,34.07126246666666,0.8012599625035866
Sn06,Sn,7.816,33.90957963333334,0.7979417213212998
Ta06,Ta,27.374,33.766314,0.8047359443138269
Cu06,Cu,22.233,33.53878893333333,0.8097674307998536
Al_degrader_E7_E6_E5,Al,204.89999999999998,32.062567337500006,1.2242567605605292
Ni07,Ni,22.529,30.54253753333333,0.8722482014453123
Sn07,Sn,7.917,30.36702796666667,0.8693869823144729
Ta07,Ta,27.539,30.2107302,0.8773846644856671
Cu07,Cu,22.258,29.962696966666666,0.8837555527618853
