name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91075036666667,0.5560120289015328
Sn01,Sn,37.475,54.701965200000004,0.5612425126350996
Ta01,Ta,27.334,54.50470803333334,0.5579045925802478
Cu01,Cu,21.906,54.344894266666664,0.5594488283007919
Al_degrader_A1,Al,599.0,51.554098970000005,1.8429139142794866
Ni02,Ni,23.091,48.683207933333335,0.6081411567202653
Sn02,Sn,37.211,48.45869916666667,0.6138152989018539
Ta02,Ta,27.396,48.24860343333334,0.6107001224836504
Cu02,Cu,22.235,48.07558986666667,0.6128588625374107
Al_degrader_B2,Al,415.0,45.93446253333334,1.4788909449751804
Ni03,Ni,22.966,43.735633533333335,0.6604362280358205
Sn03,Sn,37.13,43.49327396666667,0.6669725485172526
Ta03,Ta,27.702,43.265189366666675,0.6642470874157188
Cu03,Cu,22.253,43.076563433333334,0.666995187895844
Al_degrader_C5,Al,261.5,41.57813488571428,1.1613265775114319
Ni04,Ni,22.982,40.04409986666667,0.70687455871603
Sn04,Sn,36.99,39.7856728,0.7142468746916759
Ta04,Ta,27.518,39.5435979,0.7117817290309275
Cu04,Cu,22.289,39.34251416666667,0.7152451367416901
Al_degrader_E8_E1,Al,136.6,38.456914850000004,0.9293135799338555
Ni05,Ni,22.942,37.55276636666667,0.7425317348204494
Sn05,Sn,8.004,37.4016899,0.7389917754873802
Ta05,Ta,27.197,37.269506199999995,0.7447849990622979
Cu05,Cu,22.311,37.060495366666665,0.7488347952732071
Al_degrader_E4_E3_E2,Al,204.89999999999998,35.7144751,1.1294855226011993
Ni06,Ni,22.631,34.33488316666667,0.7957828879055553
Sn06,Sn,7.816,34.1757291,0.7924796002084366
Ta06,Ta,27.374,34.03478136666667,0.7991571872079563
Cu06,Cu,22.233,33.810918900000004,0.8040058235420043
Al_degrader_E7_E6_E5,Al,204.89999999999998,32.3599518375,1.2082563768424206
Ni07,Ni,22.529,30.86668493333333,0.8642987907351999
Sn07,Sn,7.917,30.694346900000006,0.8614833655544699
Ta07,Ta,27.539,30.540807733333335,0.8691541916715327
Cu07,Cu,22.258,30.297352700000005,0.8754096746491763
