name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.891418900000005,0.5577242013063356
Sn01,Sn,37.475,54.64376049999999,0.5647123503517079
Ta01,Ta,27.334,54.409656733333335,0.5597486526718894
Cu01,Cu,21.906,54.21997506666667,0.5616460065839178
Al_degrader_A1,Al,599.0,50.88819596666667,2.141041932050156
Ni02,Ni,23.091,47.44019386666667,0.6221413288653811
Sn02,Sn,37.211,47.168699333333336,0.629878031790988
Ta02,Ta,27.396,46.91458060000001,0.6251312017784534
Cu02,Cu,22.235,46.70514696666667,0.6280548294011695
Al_degrader_B2,Al,415.0,44.09305491818182,1.731404620643018
Ni03,Ni,22.966,41.3915787,0.691126545363662
Sn03,Sn,37.13,41.09204016666667,0.7004319769875151
Ta03,Ta,27.702,40.81016776666667,0.69605258172139
Cu03,Cu,22.253,40.57667786666667,0.7000374500197226
Al_degrader_C5,Al,261.5,38.703993144444446,1.3500501658653292
Ni04,Ni,22.982,36.773337833333336,0.7572661325685348
Sn04,Sn,36.99,36.4465769,0.7682111682688926
Ta04,Ta,27.518,36.14045086666667,0.7643876246507716
Cu04,Cu,22.289,35.88553026666667,0.7695949411761547
Al_degrader_E8_E1,Al,136.6,34.752526566666674,1.0405672106088162
Ni05,Ni,22.942,33.58848663333334,0.8118528617025782
Sn05,Sn,8.004,33.39356033333334,0.8065365650069576
Ta05,Ta,27.197,33.22337113333333,0.8154606122472842
Cu05,Cu,22.311,32.953341300000005,0.821912010120899
Al_degrader_E4_E3_E2,Al,204.89999999999998,31.18770199,1.3503089835108257
Ni06,Ni,22.631,29.35775146666667,0.9011688344022162
Sn06,Sn,7.816,29.145302333333333,0.8965150372012111
Ta06,Ta,27.374,28.957716466666668,0.9073405770761324
Cu06,Cu,22.233,28.6582389,0.9159571372031864
Al_degrader_E7_E6_E5,Al,204.89999999999998,26.671647946153847,1.506260962514979
Ni07,Ni,22.529,24.590719966666672,1.0345596233734746
Sn07,Sn,7.917,24.347819833333336,1.0315399056135954
Ta07,Ta,27.539,24.132497000000004,1.0456692776993752
Cu07,Cu,22.258,23.788231300000007,1.0587147574773434
