name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90195993333333,0.557440853658929
Sn01,Sn,37.475,54.67591470000001,0.5633881832187969
Ta01,Ta,27.334,54.46231270000001,0.5593658678229989
Cu01,Cu,21.906,54.2892373,0.5610528830886117
Al_degrader_A1,Al,599.0,51.25898601818183,1.9725398013325035
Ni02,Ni,23.091,48.133635100000006,0.6149282831203353
Sn02,Sn,37.211,47.888505900000006,0.6214901707443623
Ta02,Ta,27.396,47.65902650000001,0.6176404933004447
Cu02,Cu,22.235,47.47006483333334,0.6202015740574234
Al_degrader_B2,Al,415.0,45.12334568,1.5867801823899041
Ni03,Ni,22.966,42.70592263333334,0.6743194661393063
Sn03,Sn,37.13,42.43888716666667,0.6820066482583867
Ta03,Ta,27.702,42.18759563333334,0.6785718520203041
Cu03,Cu,22.253,41.9796038,0.6818012088276856
Al_degrader_C5,Al,261.5,40.32040063750001,1.2396098111864047
Ni04,Ni,22.982,38.616827900000004,0.7287776444944809
Sn04,Sn,36.99,38.329333600000005,0.7375590100082665
Ta04,Ta,27.518,38.05998506666667,0.7344909246843443
Cu04,Cu,22.289,37.835939966666665,0.738679492154299
Al_degrader_E8_E1,Al,136.6,36.84608686,0.9716309676700001
Ni05,Ni,22.942,35.83270386666667,0.7718115943059218
Sn05,Sn,8.004,35.663278033333334,0.767563719720258
Ta05,Ta,27.197,35.515221966666665,0.774611703843157
Cu05,Cu,22.311,35.28054773333333,0.7795472976808585
Al_degrader_E4_E3_E2,Al,204.89999999999998,33.76087065,1.2216013993805743
Ni06,Ni,22.631,32.19669183333333,0.838435453309698
Sn06,Sn,7.816,32.01586973333333,0.8345984173424938
Ta06,Ta,27.374,31.855855700000003,0.8427639689997294
Cu06,Cu,22.233,31.601249966666668,0.8489887224908618
Al_degrader_E7_E6_E5,Al,204.89999999999998,29.93652519,1.3233974325558682
Ni07,Ni,22.529,28.2123113,0.9290960975910817
Sn07,Sn,7.917,28.01253793333333,0.9259626487577107
Ta07,Ta,27.539,27.8349465,0.9359352375054679
Cu07,Cu,22.258,27.55246986666667,0.9444064483889597
