name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.905311700000006,0.5571444748385378
Sn01,Sn,37.475,54.68361000000001,0.5628804739018756
Ta01,Ta,27.334,54.474123666666664,0.5590363751193258
Cu01,Cu,21.906,54.304336466666676,0.5607030245357301
Al_degrader_A1,Al,599.0,51.3343056,1.9360630545680029
Ni02,Ni,23.091,48.27269613333333,0.613302376916734
Sn02,Sn,37.211,48.03283253333334,0.6195764774598712
Ta02,Ta,27.396,47.808340400000006,0.6159665286316349
Cu02,Cu,22.235,47.62334803333333,0.6183906823409714
Al_degrader_B2,Al,415.0,45.328621680000005,1.5559280283592738
Ni03,Ni,22.966,42.96657903333334,0.6707965357098968
Sn03,Sn,37.13,42.7058097,0.6782160034870234
Ta03,Ta,27.702,42.46043886666667,0.674917883940495
Cu03,Cu,22.253,42.257373433333335,0.6780186544736156
Al_degrader_C5,Al,261.5,40.6392446375,1.2159671134235062
Ni04,Ni,22.982,38.97896743333334,0.7231232705927434
Sn04,Sn,36.99,38.69892380000001,0.7315945382930543
Ta04,Ta,27.518,38.43656263333333,0.7287265196974785
Cu04,Cu,22.289,38.2184888,0.732632320886742
Al_degrader_E8_E1,Al,136.6,37.25554122,0.9557813373784364
Ni05,Ni,22.942,36.27025856666667,0.7642295208094309
Sn05,Sn,8.004,36.1055767,0.7601527700077422
Ta05,Ta,27.197,35.961552966666666,0.7668779296349575
Cu05,Cu,22.311,35.733604099999994,0.771600741616537
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.259183,1.1945402128061657
Ni06,Ni,22.631,32.74313413333334,0.8271523841116474
Sn06,Sn,7.816,32.56802523333333,0.8234169099732805
Ta06,Ta,27.374,32.41302613333334,0.8312188880495812
Cu06,Cu,22.233,32.166447233333336,0.8370046307213672
Al_degrader_E7_E6_E5,Al,204.89999999999998,30.558162222222226,1.2963431071524731
Ni07,Ni,22.529,28.89555373333333,0.9115298481377678
Sn07,Sn,7.917,28.703170133333337,0.9084605202876542
Ta07,Ta,27.539,28.53202016666667,0.9177798295851275
Cu07,Cu,22.258,28.259995966666665,0.9255747065024333
