name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.891554,0.5583511425772615
Sn01,Sn,37.475,54.6395556,0.5655508593474508
Ta01,Ta,27.334,54.4013821,0.5603525822785657
Cu01,Cu,21.906,54.208377133333336,0.5623253124041713
Al_degrader_A1,Al,599.0,50.816010325,2.177961410239721
Ni02,Ni,23.091,47.30302016666667,0.6242495109542648
Sn02,Sn,37.211,47.026256933333336,0.6322113782472301
Ta02,Ta,27.396,46.7671621,0.6271898853804883
Cu02,Cu,22.235,46.553561800000004,0.6302282498540456
Al_degrader_B2,Al,415.0,43.88723764545455,1.7639149491290678
Ni03,Ni,22.966,41.127531233333336,0.6953220341619741
Sn03,Sn,37.13,40.821294200000004,0.7049522657927698
Ta03,Ta,27.702,40.533131733333335,0.7004325436802097
Cu03,Cu,22.253,40.294366233333335,0.7044909845695771
Al_degrader_C5,Al,261.5,38.37722711111111,1.376292629566228
Ni04,Ni,22.982,36.39903633333333,0.7641304456787613
Sn04,Sn,36.99,36.06394326666667,0.7755574588522304
Ta04,Ta,27.518,35.750081466666664,0.7715827110750013
Cu04,Cu,22.289,35.48864593333334,0.7770443306766966
Al_degrader_E8_E1,Al,136.6,34.325038766666665,1.0590916155667611
Ni05,Ni,22.942,33.12880440000001,0.8214734728161587
Sn05,Sn,8.004,32.928435566666664,0.8159652638940453
Ta05,Ta,27.197,32.753516366666666,0.8253195210535931
Cu05,Cu,22.311,32.475828066666665,0.8321210634911218
Al_degrader_E4_E3_E2,Al,204.89999999999998,30.656601709090914,1.375748661367788
Ni06,Ni,22.631,28.7676879,0.9165159290452021
Sn06,Sn,7.816,28.548186533333332,0.9117816613670817
Ta06,Ta,27.374,28.3544022,0.9231793437004318
Cu06,Cu,22.233,28.044889233333336,0.9324001805720253
Al_degrader_E7_E6_E5,Al,204.89999999999998,25.98442443571429,1.5489046195194236
Ni07,Ni,22.529,23.819705966666668,1.061842430971312
Sn07,Sn,7.917,23.566576400000002,1.0589229164405878
Ta07,Ta,27.539,23.3422411,1.0741716604609604
Cu07,Cu,22.258,22.983135433333334,1.088671857383028
