name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.924290733333336,0.5549703417968648
Sn01,Sn,37.475,54.7500525,0.5588426915603502
Ta01,Ta,27.334,54.585441333333335,0.556696876128792
Cu01,Cu,21.906,54.45220756666667,0.5579185095657598
Al_degrader_A1,Al,599.0,52.13599647777778,1.5737770123809487
Ni02,Ni,23.091,49.76407576666667,0.5971509436142692
Sn02,Sn,37.211,49.5794196,0.600817260462092
Ta02,Ta,27.396,49.40663946666667,0.5983271770659557
Cu02,Cu,22.235,49.26460926666667,0.599758548079249
Al_degrader_B2,Al,415.0,47.51848961428571,1.2802638131675919
Ni03,Ni,22.966,45.735455200000004,0.635795875623322
Sn03,Sn,37.13,45.539862766666666,0.6404881990848951
Ta03,Ta,27.702,45.35574173333334,0.6387017346396221
Cu03,Cu,22.253,45.20359546666667,0.6406588738318145
Al_degrader_C5,Al,261.5,44.00329472000001,1.0292112731699559
Ni04,Ni,22.982,42.78101663333333,0.66928310287202
Sn04,Sn,36.99,42.57575636666667,0.6743477536920143
Ta04,Ta,27.518,42.38341,0.6727709208192637
Cu04,Cu,22.289,42.223993300000004,0.6751408555912191
Al_degrader_E8_E1,Al,136.6,41.52607006666667,0.8462923125555745
Ni05,Ni,22.942,40.81634256666667,0.6937859952329769
Sn05,Sn,8.004,40.6979746,0.6915174650155314
Ta05,Ta,27.197,40.59412473333333,0.6954235073499665
Cu05,Cu,22.311,40.43032406666667,0.6980028158831421
Al_degrader_E4_E3_E2,Al,204.89999999999998,39.385889680000005,0.9831638636918558
Ni06,Ni,22.631,38.32242713333334,0.7283932205137893
Sn06,Sn,7.816,38.2002046,0.7262063651645498
Ta06,Ta,27.374,38.09159856666667,0.7303992305020224
Cu06,Cu,22.233,37.91971553333333,0.7335257444325886
Al_degrader_E7_E6_E5,Al,204.89999999999998,36.82026091666667,1.019405888376081
Ni07,Ni,22.529,35.69848313333333,0.7694037079337364
Sn07,Sn,7.917,35.56955813333334,0.7674435480349779
Ta07,Ta,27.539,35.45435186666666,0.772190914167722
Cu07,Cu,22.258,35.2724394,0.7757655186938297
