name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.9188254,0.5552278009803784
Sn01,Sn,37.475,54.72730133333334,0.5597310400524722
Ta01,Ta,27.334,54.5463675,0.5570378517453579
Cu01,Cu,21.906,54.39990873333333,0.5583992284531402
Al_degrader_A1,Al,599.0,51.8469476,1.7162942296862271
Ni02,Ni,23.091,49.227307833333334,0.6022649435577658
Sn02,Sn,37.211,49.023003800000005,0.6069607223856361
Ta02,Ta,27.396,48.831827833333335,0.6043808145741438
Cu02,Cu,22.235,48.67452676666667,0.6062713317623379
Al_degrader_B2,Al,415.0,46.7335361,1.376660105108298
Ni03,Ni,22.966,44.746022133333334,0.647810592105014
Sn03,Sn,37.13,44.527415700000006,0.6533981476814194
Ta03,Ta,27.702,44.321746899999994,0.6511424106960448
Cu03,Cu,22.253,44.151879733333345,0.653466846852944
Al_degrader_C5,Al,261.5,42.8059688,1.0910957535553698
Ni04,Ni,22.982,41.43189673333334,0.6874134406619223
Sn04,Sn,36.99,41.200904433333335,0.6935207966122421
Ta04,Ta,27.518,40.984373233333336,0.691486054930644
Cu04,Cu,22.289,40.80475736666668,0.6943443099757729
Al_degrader_E8_E1,Al,136.6,40.016462950000005,0.8723026603635332
Ni05,Ni,22.942,39.21281816666667,0.7170225993207183
Sn05,Sn,8.004,39.078761,0.714077039409848
Ta05,Ta,27.197,38.9612556,0.7187931075550462
Cu05,Cu,22.311,38.77571533333334,0.7221393136356882
Al_degrader_E4_E3_E2,Al,204.89999999999998,37.58709401666667,1.050562956511508
Ni06,Ni,22.631,36.37320966666667,0.7598277818294675
Sn06,Sn,7.816,36.23344346666667,0.7570827835870938
Ta06,Ta,27.374,36.10941873333333,0.7623154164314547
Cu06,Cu,22.233,35.912850533333334,0.7661404639227167
Al_degrader_E7_E6_E5,Al,204.89999999999998,34.64823977142857,1.1058286531677524
Ni07,Ni,22.529,33.35291803333333,0.8125843556711301
Sn07,Sn,7.917,33.203839566666666,0.8101857427329935
Ta07,Ta,27.539,33.07066716666667,0.816202996536588
Cu07,Cu,22.258,32.8601712,0.820850120316671
