name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.90232453333334,0.556490200463089
Sn01,Sn,37.475,54.67409913333333,0.5625395853679238
Ta01,Ta,27.334,54.45846376666667,0.558406107882497
Cu01,Cu,21.906,54.283752166666666,0.5601296230147437
Al_degrader_A1,Al,599.0,51.2234745,1.9903816638649356
Ni02,Ni,23.091,48.06626166666666,0.6145426848727072
Sn02,Sn,37.211,47.818479,0.6211912426075672
Ta02,Ta,27.396,47.5866172,0.6173146366838874
Cu02,Cu,22.235,47.39553253333333,0.6199113982994523
Al_degrader_B2,Al,415.0,45.022711740000005,1.6016755972624956
Ni03,Ni,22.966,42.577608500000004,0.6747323919360548
Sn03,Sn,37.13,42.307389766666674,0.6825971955323376
Ta03,Ta,27.702,42.05308393333334,0.6790922882950905
Cu03,Cu,22.253,41.84260733333334,0.6823511963397018
Al_degrader_C5,Al,261.5,40.162815225,1.2507481321226108
Ni04,Ni,22.982,38.43742733333333,0.7301376637682032
Sn04,Sn,36.99,38.14615583333333,0.7391511250860497
Ta04,Ta,27.518,37.87328373333333,0.7360363449554623
Cu04,Cu,22.289,37.6463769,0.7402533776663168
Al_degrader_E8_E1,Al,136.6,36.642821,0.978510648873583
Ni05,Ni,22.942,35.61518376666667,0.7741552772085276
Sn05,Sn,8.004,35.44337843333333,0.7697705793643187
Ta05,Ta,27.197,35.29312316666667,0.7769766336018771
Cu05,Cu,22.311,35.0552842,0.782076188038625
Al_degrader_E4_E3_E2,Al,204.89999999999998,33.512593525,1.2344228765411285
Ni06,Ni,22.631,31.92379996666667,0.8425568437322191
Sn06,Sn,7.816,31.7401014,0.8385873147053362
Ta06,Ta,27.374,31.577584,0.8469884038623747
Cu06,Cu,22.233,31.318857033333337,0.8534257977667803
Al_degrader_E7_E6_E5,Al,204.89999999999998,29.62504433,1.3403325966098307
Ni07,Ni,22.529,27.869205166666667,0.93645186292372
Sn07,Sn,7.917,27.6656634,0.9332753244534934
Ta07,Ta,27.539,27.48475893333334,0.9435719986061101
Cu07,Cu,22.258,27.196866866666664,0.9523099233664334
