name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89622863333333,0.5584507648785751
Sn01,Sn,37.475,54.65502753333334,0.5651128122554371
Ta01,Ta,27.334,54.427066966666665,0.5603821190183227
Cu01,Cu,21.906,54.242397866666664,0.5622638475266295
Al_degrader_A1,Al,599.0,51.00159094166668,2.086146088022428
Ni02,Ni,23.091,47.650812466666665,0.6209336088218951
Sn02,Sn,37.211,47.3872841,0.6282015806150045
Ta02,Ta,27.396,47.140668833333336,0.6238129415099574
Cu02,Cu,22.235,46.93743056666667,0.62663487455802
Al_degrader_B2,Al,415.0,44.406165663636365,1.6837919157369219
Ni03,Ni,22.966,41.79120660000001,0.6869168383313272
Sn03,Sn,37.13,41.5016211,0.6956794846537616
Ta03,Ta,27.702,41.22919263333334,0.691631253023651
Cu03,Cu,22.253,41.00345136666667,0.6953329044911741
Al_degrader_C5,Al,261.5,39.19657074444445,1.3126395926553243
Ni04,Ni,22.982,37.336000633333335,0.7493788101262712
Sn04,Sn,36.99,37.02141953333334,0.7596299824641265
Ta04,Ta,27.518,36.72665703333333,0.7560468697379366
Cu04,Cu,22.289,36.4813004,0.7609458094764961
Al_degrader_E8_E1,Al,136.6,35.392996266666664,1.0154167277786639
Ni05,Ni,22.942,34.27600906666666,0.8002825387227077
Sn05,Sn,8.004,34.08905873333333,0.7952920482546411
Ta05,Ta,27.197,33.925788733333334,0.8036072555876174
Cu05,Cu,22.311,33.666925400000004,0.8095704524632225
Al_degrader_E4_E3_E2,Al,204.89999999999998,31.979246910000004,1.3042784684473834
Ni06,Ni,22.631,30.233719633333337,0.881967126935314
Sn06,Sn,7.816,30.031375466666667,0.8775822848930552
Ta06,Ta,27.374,29.852624933333335,0.8874919134232504
Cu06,Cu,22.233,29.56752476666667,0.8952712768875954
Al_degrader_E7_E6_E5,Al,204.89999999999998,27.685462758333337,1.4465872995679838
Ni07,Ni,22.529,25.721714300000002,1.0002935981544836
Sn07,Sn,7.917,25.493143933333336,0.9971241352091167
Ta07,Ta,27.539,25.29031396666667,1.0097627414851464
Cu07,Cu,22.258,24.96660023333333,1.0211188645728824
