name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.888374166666665,0.5594275288179029
Sn01,Sn,37.475,54.62990440000001,0.5669161785725528
Ta01,Ta,27.334,54.3855813,0.561435559754614
Cu01,Cu,21.906,54.18758013333334,0.5634535948759657
Al_degrader_A1,Al,599.0,50.70442137692308,2.220385302123855
Ni02,Ni,23.091,47.093005000000005,0.6275437062933014
Sn02,Sn,37.211,46.8081303,0.6359039903071663
Ta02,Ta,27.396,46.5413906,0.6305888556724633
Cu02,Cu,22.235,46.321572200000006,0.6337632419554061
Al_degrader_B2,Al,415.0,43.57345818333334,1.8015587941098954
Ni03,Ni,22.966,40.724840266666675,0.7019585038675213
Sn03,Sn,37.13,40.408443633333334,0.71209281117197
Ta03,Ta,27.702,40.1106662,0.7073516373376305
Cu03,Cu,22.253,39.86380183333333,0.7116121551776915
Al_degrader_C5,Al,261.5,37.878785380000004,1.4052417670629695
Ni04,Ni,22.982,35.82724253333333,0.7750175295077195
Sn04,Sn,36.99,35.4794765,0.7871503197914297
Ta04,Ta,27.518,35.15365366666667,0.7829755918204319
Cu04,Cu,22.289,34.88202723333334,0.7888265755696954
Al_degrader_E8_E1,Al,136.6,33.67144197142857,1.0763112742158345
Ni05,Ni,22.942,32.4248676,0.8368419777972262
Sn05,Sn,8.004,32.215955533333336,0.8310065188007747
Ta05,Ta,27.197,32.033739866666664,0.8410438205373024
Cu05,Cu,22.311,31.744207,0.8484112688731804
Al_degrader_E4_E3_E2,Al,204.89999999999998,29.84037845454546,1.4279858722402023
Ni06,Ni,22.631,27.85884916666667,0.9414359717558981
Sn06,Sn,7.816,27.628120333333335,0.9365077256416817
Ta06,Ta,27.374,27.424613933333337,0.9489464127577817
Cu06,Cu,22.233,27.099099333333335,0.9592401066119416
Al_degrader_E7_E6_E5,Al,204.89999999999998,24.919553246666666,1.621899057651696
Ni07,Ni,22.529,22.6185572,1.1076926335081225
Sn07,Sn,7.917,22.34845556666667,1.1051977099410821
Ta07,Ta,27.539,22.109339166666665,1.1224207707596288
Cu07,Cu,22.258,21.7256496,1.139303338896117
