name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91411240000001,0.5563458937563692
Sn01,Sn,37.475,54.71397593333333,0.5612119088372908
Ta01,Ta,27.334,54.52488876666667,0.5582131098070691
Cu01,Cu,21.906,54.3717795,0.5596642654720924
Al_degrader_A1,Al,599.0,51.700274480000004,1.7710201621271084
Ni02,Ni,23.091,48.95524643333333,0.6060122921778173
Sn02,Sn,37.211,48.74074376666667,0.6111768310490391
Ta02,Ta,27.396,48.5401705,0.6083280728875524
Cu02,Cu,22.235,48.375162833333334,0.6103950811990315
Al_degrader_B2,Al,415.0,46.334447412500005,1.4361563279365013
Ni03,Ni,22.966,44.242293833333335,0.6549691175889941
Sn03,Sn,37.13,44.011981133333336,0.6610329031982565
Ta03,Ta,27.702,43.795281166666676,0.658534306328814
Cu03,Cu,22.253,43.61608816666667,0.6610282275061876
Al_degrader_C5,Al,261.5,42.194586750000006,1.1353966311636525
Ni04,Ni,22.982,40.74191173333334,0.6979121099935595
Sn04,Sn,36.99,40.497302833333336,0.7046251334044973
Ta04,Ta,27.518,40.26819293333333,0.7023530526096275
Cu04,Cu,22.289,40.07794806666667,0.7055129331932398
Al_degrader_E8_E1,Al,136.6,39.2418351,0.9007969218464229
Ni05,Ni,22.942,38.388907833333334,0.7304079343115779
Sn05,Sn,8.004,38.24653153333334,0.7272315700006771
Ta05,Ta,27.197,38.12183536666667,0.7325324134552225
Cu05,Cu,22.311,37.92476223333334,0.7361799226187936
Al_degrader_E4_E3_E2,Al,204.89999999999998,36.65940182857143,1.082884903482795
Ni06,Ni,22.631,35.3645281,0.7782157140817213
Sn06,Sn,7.816,35.21538243333334,0.7752278121589457
Ta06,Ta,27.374,35.083014,0.7811628015149381
Cu06,Cu,22.233,34.873179400000005,0.7854927681073667
Al_degrader_E7_E6_E5,Al,204.89999999999998,33.5185731375,1.1506158616425406
Ni07,Ni,22.529,32.12764586666667,0.8383215250663567
Sn07,Sn,7.917,31.967345033333334,0.8357099017115123
Ta07,Ta,27.539,31.824406566666667,0.842542876952589
Cu07,Cu,22.258,31.598012800000003,0.8479046395101437
