name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91736546666667,0.5553170210796552
Sn01,Sn,37.475,54.72370516666667,0.5599101580372565
Ta01,Ta,27.334,54.540741233333335,0.5571703496895232
Cu01,Cu,21.906,54.392585733333334,0.5585683085500485
Al_degrader_A1,Al,599.0,51.809895000000004,1.7343560137146967
Ni02,Ni,23.091,49.15909973333334,0.6029280069128725
Sn02,Sn,37.211,48.95226160000001,0.6078010133523197
Ta02,Ta,27.396,48.75876723333334,0.6051347059013766
Cu02,Cu,22.235,48.599501466666666,0.6071381211315776
Al_degrader_B2,Al,415.0,46.633721875000006,1.3913346434795923
Ni03,Ni,22.966,44.620113200000006,0.6494208028587936
Sn03,Sn,37.13,44.398703833333336,0.6550730086170845
Ta03,Ta,27.702,44.19034156666666,0.652753456264726
Cu03,Cu,22.253,44.01805363333333,0.6551202635064793
Al_degrader_C5,Al,261.5,42.65343668333334,1.1018738437502724
Ni04,Ni,22.982,41.25995436666666,0.6897642403393585
Sn04,Sn,36.99,41.02556653333333,0.6960582439997262
Ta04,Ta,27.518,40.80587066666667,0.6939565610369443
Cu04,Cu,22.289,40.62363993333334,0.6969507396882476
Al_degrader_E8_E1,Al,136.6,39.823592175,0.8790897077538614
Ni05,Ni,22.942,39.007867166666664,0.7200420272608903
Sn05,Sn,8.004,38.871603900000004,0.7171130418826057
Ta05,Ta,27.197,38.752294600000006,0.7220050748742518
Cu05,Cu,22.311,38.56387176666667,0.7253611404600788
Al_degrader_E4_E3_E2,Al,204.89999999999998,37.3563944,1.061747382846774
Ni06,Ni,22.631,36.12269256666667,0.7640253229342242
Sn06,Sn,7.816,35.98066216666667,0.7612753957681624
Ta06,Ta,27.374,35.854632800000005,0.7667070086833431
Cu06,Cu,22.233,35.654800900000005,0.7706388700460526
Al_degrader_E7_E6_E5,Al,204.89999999999998,34.36808292857143,1.1191969049188775
Ni07,Ni,22.529,33.0496134,0.8185482171954034
Sn07,Sn,7.917,32.897706799999995,0.8160641036301989
Ta07,Ta,27.539,32.76225513333334,0.8222972769667806
Cu07,Cu,22.258,32.54793696666667,0.8271053382490844
