name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.91932353333333,0.555015009760561
Sn01,Sn,37.475,54.73213246666667,0.5593600372323556
Ta01,Ta,27.334,54.55531013333334,0.5568073956201691
Cu01,Cu,21.906,54.41212073333334,0.5581499450477403
Al_degrader_A1,Al,599.0,51.91845056666667,1.68039298212277
Ni02,Ni,23.091,49.360984433333336,0.6007423065599861
Sn02,Sn,37.211,49.16164696666667,0.6052315574781817
Ta02,Ta,27.396,48.975153066666664,0.6027485959369203
Cu02,Cu,22.235,48.821670100000006,0.604521899327055
Al_degrader_B2,Al,415.0,46.929935875,1.3476149740886618
Ni03,Ni,22.966,44.99396163333334,0.6447700557521772
Sn03,Sn,37.13,44.7812593,0.6500143635568191
Ta03,Ta,27.702,44.581088166666675,0.6478979980624308
Cu03,Cu,22.253,44.41557546666667,0.6502114308731549
Al_degrader_C5,Al,261.5,43.1069259,1.069735490004822
Ni04,Ni,22.982,41.77147013333334,0.6826286350385903
Sn04,Sn,36.99,41.54693553333334,0.6885219500573061
Ta04,Ta,27.518,41.3365613,0.6866384720814221
Cu04,Cu,22.289,41.1620897,0.6893525917994192
Al_degrader_E8_E1,Al,136.6,40.397078875000005,0.8588579230750185
Ni05,Ni,22.942,39.61751836666667,0.7109198830829432
Sn05,Sn,8.004,39.48733506666667,0.7081573456021826
Ta05,Ta,27.197,39.37331746666667,0.7126425815804037
Cu05,Cu,22.311,39.193376966666676,0.7157606737563419
Al_degrader_E4_E3_E2,Al,204.89999999999998,38.04202718333333,1.0287354255886534
Ni06,Ni,22.631,36.86685656666667,0.7514344678636625
Sn06,Sn,7.816,36.731725233333336,0.7488652145546258
Ta06,Ta,27.374,36.611754233333336,0.7539175759538167
Cu06,Cu,22.233,36.42155966666667,0.7575458011059281
Al_degrader_E7_E6_E5,Al,204.89999999999998,35.19998445714286,1.0799554275398153
Ni07,Ni,22.529,33.9499597,0.8009689018365466
Sn07,Sn,7.917,33.806183366666666,0.7986586166671374
Ta07,Ta,27.539,33.6778037,0.8043993396315311
Cu07,Cu,22.258,33.47476506666667,0.8087286884196675
