name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89580163333334,0.5580137755623352
Sn01,Sn,37.475,54.65244106666667,0.5647735426937617
Ta01,Ta,27.334,54.422465533333344,0.560000851022016
Cu01,Cu,21.906,54.23607243333334,0.5618233407576432
Al_degrader_A1,Al,599.0,50.965042475000004,2.104320300345428
Ni02,Ni,23.091,47.5818768,0.6210310429345917
Sn02,Sn,37.211,47.315822100000005,0.6285171552829113
Ta02,Ta,27.396,47.06668716666667,0.6239263272229921
Cu02,Cu,22.235,46.861431100000004,0.6267510829290924
Al_degrader_B2,Al,415.0,44.303330100000004,1.6994676908526893
Ni03,Ni,22.966,41.65975263333333,0.6880165716098212
Sn03,Sn,37.13,41.36690350000001,0.6969850895256536
Ta03,Ta,27.702,41.09137726666667,0.6928783648446979
Cu03,Cu,22.253,40.86303563333334,0.6966380999224768
Al_degrader_C5,Al,261.5,39.03442431111111,1.3247513637258184
Ni04,Ni,22.982,37.150770433333335,0.751671876396751
Sn04,Sn,36.99,36.832137900000006,0.762154084629167
Ta04,Ta,27.518,36.53363866666667,0.7584747326739955
Cu04,Cu,22.289,36.28511723333334,0.7635024928509918
Al_degrader_E8_E1,Al,136.6,35.182071433333334,1.0234386057945108
Ni05,Ni,22.942,34.04964420000001,0.8037064016623401
Sn05,Sn,8.004,33.86014483333334,0.7986327810848398
Ta05,Ta,27.197,33.69457686666666,0.8071452593089109
Cu05,Cu,22.311,33.432032500000005,0.8132722456904679
Al_degrader_E4_E3_E2,Al,204.89999999999998,31.718889670000003,1.3190347009716201
Ni06,Ni,22.631,29.945796766666668,0.8878056409839256
Sn06,Sn,7.816,29.740193333333334,0.8833096753813027
Ta06,Ta,27.374,29.558528633333335,0.8935450328588923
Cu06,Cu,22.233,29.268760500000003,0.9015954194129518
Al_degrader_E7_E6_E5,Al,204.89999999999998,27.352730575,1.4674757294279757
Ni07,Ni,22.529,25.351235233333334,1.0107775278790476
Sn07,Sn,7.917,25.118039600000003,1.0076336269523627
Ta07,Ta,27.539,24.911193266666668,1.0207808305971768
Cu07,Cu,22.258,24.580824233333338,1.0326739256122488
