name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.89853716666667,0.5573529582936103
Sn01,Sn,37.475,54.66384883333333,0.5636979567835706
Ta01,Ta,27.334,54.44205636666666,0.5592986578648884
Cu01,Cu,21.906,54.26233393333334,0.5610602351101548
Al_degrader_A1,Al,599.0,51.11162765454546,2.0455062363885173
Ni02,Ni,23.091,47.8580479,0.6175476942220117
Sn02,Sn,37.211,47.602476200000005,0.6245535059279496
Ta02,Ta,27.396,47.36326206666667,0.6203479165659613
Cu02,Cu,22.235,47.16614136666667,0.6230643248885294
Al_degrader_B2,Al,415.0,44.71426889,1.6489964702139808
Ni03,Ni,22.966,42.18498033333334,0.6805705128394527
Sn03,Sn,37.13,41.90515320000001,0.688894126744519
Ta03,Ta,27.702,41.641878833333344,0.6851591469519853
Cu03,Cu,22.253,41.42374956666667,0.6886624413187825
Al_degrader_C5,Al,261.5,39.680878150000005,1.2876946978428458
Ni04,Ni,22.982,37.88884366666667,0.7394299580712314
Sn04,Sn,36.99,37.586101799999994,0.7490364477358633
Ta04,Ta,27.518,37.302406966666666,0.7457078828277639
Cu04,Cu,22.289,37.06640793333334,0.7502791922947056
Al_degrader_E8_E1,Al,136.6,36.02093746,1.003864462349748
Ni05,Ni,22.942,34.94954443333334,0.7867232099828242
Sn05,Sn,8.004,34.770327933333334,0.7820641502628768
Ta05,Ta,27.197,34.61367326666667,0.7898125864904042
Cu05,Cu,22.311,34.36545086666667,0.7953238527287163
Al_degrader_E4_E3_E2,Al,204.89999999999998,32.75186527777778,1.2674347792402183
Ni06,Ni,22.631,31.086590066666666,0.8614465239862515
Sn06,Sn,7.816,30.893787933333336,0.8572207982161862
Ta06,Ta,27.374,30.723343533333335,0.8663626489245225
Cu06,Cu,22.233,30.451802200000003,0.8734277333634954
Al_degrader_E7_E6_E5,Al,204.89999999999998,28.666974300000003,1.3908216706332794
Ni07,Ni,22.529,26.8110069,0.966565966787777
Sn07,Sn,7.917,26.59545573333334,0.9632984046011541
Ta07,Ta,27.539,26.404024366666672,0.9746974835675593
Cu07,Cu,22.258,26.098977833333336,0.9846598000537913
