name,energy,flux
Ni01,52.150000000000006,6.666666666666667e-07
Ni01,52.25,1e-06
Ni01,52.35000000000001,6.666666666666667e-07
Ni01,52.45,6.666666666666667e-07
Ni01,52.55,6.333333333333333e-06
Ni01,52.650000000000006,1.9e-05
Ni01,52.75,3.8e-05
Ni01,52.85000000000001,7.666666666666667e-05
Ni01,52.95,0.000136
Ni01,53.05,0.000244
Ni01,53.150000000000006,0.000461
Ni01,53.25,0.000822
Ni01,53.35000000000001,0.0013583333333333334
Ni01,53.45,0.0021606666666666666
Ni01,53.55,0.003428333333333333
Ni01,53.650000000000006,0.005265333333333334
Ni01,53.75,0.007847666666666666
Ni01,53.85000000000001,0.011321666666666667
Ni01,53.95,0.015808
Ni01,54.05,0.021270333333333332
Ni01,54.150000000000006,0.027757
Ni01,54.25,0.034903
Ni01,54.35000000000001,0.04266
Ni01,54.45,0.05016533333333333
Ni01,54.55,0.057623
Ni01,54.650000000000006,0.06393066666666666
Ni01,54.75,0.068736
Ni01,54.85000000000001,0.071597
Ni01,54.95,0.071877
Ni01,55.05,0.069597
Ni01,55.150000000000006,0.06574033333333333
Ni01,55.25,0.06001666666666667
Ni01,55.35000000000001,0.053135666666666664
Ni01,55.45,0.04532233333333333
Ni01,55.55,0.037656666666666665
Ni01,55.650000000000006,0.029964
Ni01,55.75,0.023233666666666666
Ni01,55.85000000000001,0.017505333333333335
Ni01,55.95,0.012776666666666667
Ni01,56.05,0.009033
Ni01,56.150000000000006,0.006112
Ni01,56.25,0.004034
Ni01,56.35000000000001,0.002599666666666667
Ni01,56.45,0.0016026666666666667
Ni01,56.55,0.0009513333333333333
Ni01,56.650000000000006,0.0005566666666666667
Ni01,56.75,0.0003116666666666667
Ni01,56.85000000000001,0.000164
Ni01,56.95,9e-05
Ni01,57.05,4.1666666666666665e-05
Ni01,57.150000000000006,2.2666666666666668e-05
Ni01,57.25,1e-05
Ni01,57.35000000000001,4e-06
Ni01,57.45,1e-06
Ni01,57.55,1.3333333333333334e-06
Ni01,57.650000000000006,3.3333333333333335e-07
Ni01,57.75,3.3333333333333335e-07
Sn01,51.85000000000001,3.3333333333333335e-07
Sn01,51.95,3.3333333333333335e-07
Sn01,52.05,6.666666666666667e-07
Sn01,52.150000000000006,1e-06
Sn01,52.25,2e-06
Sn01,52.35000000000001,7e-06
Sn01,52.45,1.9333333333333333e-05
Sn01,52.55,4.266666666666667e-05
Sn01,52.650000000000006,7.666666666666667e-05
Sn01,52.75,0.00014366666666666667
Sn01,52.85000000000001,0.000268
Sn01,52.95,0.000484
Sn01,53.05,0.000825
Sn01,53.150000000000006,0.0013876666666666666
Sn01,53.25,0.002228
Sn01,53.35000000000001,0.00347
Sn01,53.45,0.005313
Sn01,53.55,0.007876
Sn01,53.650000000000006,0.011359666666666667
Sn01,53.75,0.015749
Sn01,53.85000000000001,0.021154666666666665
Sn01,53.95,0.027553
Sn01,54.05,0.034478666666666664
Sn01,54.150000000000006,0.04215033333333333
Sn01,54.25,0.049661333333333335
Sn01,54.35000000000001,0.056886
Sn01,54.45,0.06315466666666666
Sn01,54.55,0.06806566666666666
Sn01,54.650000000000006,0.07079266666666667
Sn01,54.75,0.071202
Sn01,54.85000000000001,0.06942566666666666
Sn01,54.95,0.06560133333333333
Sn01,55.05,0.060083
Sn01,55.150000000000006,0.053385666666666665
Sn01,55.25,0.04587733333333333
Sn01,55.35000000000001,0.038115333333333334
Sn01,55.45,0.030688333333333335
Sn01,55.55,0.023909666666666666
Sn01,55.650000000000006,0.018075
Sn01,55.75,0.013293
Sn01,55.85000000000001,0.009496666666666667
Sn01,55.95,0.006463
Sn01,56.05,0.0043103333333333336
Sn01,56.150000000000006,0.002776
Sn01,56.25,0.0017536666666666666
Sn01,56.35000000000001,0.001046
Sn01,56.45,0.000612
Sn01,56.55,0.0003446666666666667
Sn01,56.650000000000006,0.00019
Sn01,56.75,0.00010166666666666667
Sn01,56.85000000000001,5.133333333333333e-05
Sn01,56.95,2.6666666666666667e-05
Sn01,57.05,1.1666666666666666e-05
Sn01,57.150000000000006,5e-06
Sn01,57.25,2e-06
Sn01,57.35000000000001,1e-06
Sn01,57.45,6.666666666666667e-07
Sn01,57.55,3.3333333333333335e-07
Ta01,51.75,3.3333333333333335e-07
Ta01,51.85000000000001,1.3333333333333334e-06
Ta01,51.95,6.666666666666667e-07
Ta01,52.05,3.3333333333333335e-07
Ta01,52.150000000000006,5.666666666666667e-06
Ta01,52.25,1.4333333333333334e-05
Ta01,52.35000000000001,3.6666666666666666e-05
Ta01,52.45,6.766666666666667e-05
Ta01,52.55,0.00012166666666666667
Ta01,52.650000000000006,0.00021966666666666668
Ta01,52.75,0.00041633333333333333
Ta01,52.85000000000001,0.0007413333333333333
Ta01,52.95,0.001246
Ta01,53.05,0.001973
Ta01,53.150000000000006,0.003147333333333333
Ta01,53.25,0.004832
Ta01,53.35000000000001,0.007264
Ta01,53.45,0.010523
Ta01,53.55,0.01479
Ta01,53.650000000000006,0.020048333333333335
Ta01,53.75,0.026188666666666666
Ta01,53.85000000000001,0.033308333333333336
Ta01,53.95,0.040772333333333334
Ta01,54.05,0.048329
Ta01,54.150000000000006,0.055912333333333335
Ta01,54.25,0.06238066666666667
Ta01,54.35000000000001,0.06760966666666667
Ta01,54.45,0.07090633333333334
Ta01,54.55,0.07178
Ta01,54.650000000000006,0.070169
Ta01,54.75,0.066598
Ta01,54.85000000000001,0.061260666666666665
Ta01,54.95,0.05479666666666667
Ta01,55.05,0.047260666666666666
Ta01,55.150000000000006,0.039302
Ta01,55.25,0.031851
Ta01,55.35000000000001,0.024812666666666667
Ta01,55.45,0.018835333333333332
Ta01,55.55,0.013935
Ta01,55.650000000000006,0.009929333333333333
Ta01,55.75,0.006779
Ta01,55.85000000000001,0.004528
Ta01,55.95,0.0029346666666666666
Ta01,56.05,0.0018346666666666667
Ta01,56.150000000000006,0.001117
Ta01,56.25,0.00064
Ta01,56.35000000000001,0.00037
Ta01,56.45,0.00019833333333333332
Ta01,56.55,0.00010833333333333333
Ta01,56.650000000000006,5.3e-05
Ta01,56.75,2.6333333333333334e-05
Ta01,56.85000000000001,1.2666666666666667e-05
Ta01,56.95,7e-06
Ta01,57.05,1.6666666666666667e-06
Ta01,57.150000000000006,6.666666666666667e-07
Ta01,57.25,6.666666666666667e-07
