name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.079,54.92276696666667,0.555210097076292
Sn01,Sn,37.475,54.73986073333333,0.559371452559146
Ta01,Ta,27.334,54.56713760000001,0.5569984643900795
Cu01,Cu,21.906,54.42727983333333,0.5582869608841905
Al_degrader_A1,Al,599.0,51.992904055555556,1.644738436758325
Ni02,Ni,23.091,49.4975393,0.599780241662597
Sn02,Sn,37.211,49.3031487,0.6040031779896885
Ta02,Ta,27.396,49.12130513333334,0.6015381821854554
Cu02,Cu,22.235,48.971636466666666,0.6032110382308298
Al_degrader_B2,Al,415.0,47.129002875000005,1.319067484339499
Ni03,Ni,22.966,45.24430533333334,0.6420144007509143
Sn03,Sn,37.13,45.03731546666667,0.6470997779431821
Ta03,Ta,27.702,44.84254033333334,0.6451306999669826
Cu03,Cu,22.253,44.68166733333334,0.647294404939686
Al_degrader_C5,Al,261.5,43.40962866666667,1.0491125752010073
Ni04,Ni,22.982,42.11230366666667,0.6784775946582335
Sn04,Sn,36.99,41.8943652,0.6840638778863857
Ta04,Ta,27.518,41.69010526666666,0.6822719699056446
Cu04,Cu,22.289,41.52060516666668,0.6848359125415656
Al_degrader_E8_E1,Al,136.6,40.778520050000004,0.8461879293324843
Ni05,Ni,22.942,40.02249283333334,0.7054118601559226
Sn05,Sn,8.004,39.896405933333334,0.7028150415897454
Ta05,Ta,27.197,39.78584883333333,0.7071294538356978
Cu05,Cu,22.311,39.6113413,0.7100558768488882
Al_degrader_E4_E3_E2,Al,204.89999999999998,38.49651888333334,1.0078380153378257
Ni06,Ni,22.631,37.3594691,0.7438677477517025
Sn06,Sn,7.816,37.22863506666667,0.741458288076272
Ta06,Ta,27.374,37.112499766666666,0.7461789078364156
Cu06,Cu,22.233,36.92863946666667,0.7495379872177144
Al_degrader_E7_E6_E5,Al,204.89999999999998,35.7487972,1.0677853201551455
Ni07,Ni,22.529,34.5431222,0.7904448932091935
Sn07,Sn,7.917,34.40439800000001,0.7882415181461411
Ta07,Ta,27.539,34.2804861,0.7935506165583411
Cu07,Cu,22.258,34.084690566666666,0.7975467183292017
