name,energy,flux
Ni01,52.25,6.666666666666667e-07
Ni01,52.35000000000001,1e-06
Ni01,52.45,3e-06
Ni01,52.55,6e-06
Ni01,52.650000000000006,1.5666666666666667e-05
Ni01,52.75,3.733333333333333e-05
Ni01,52.85000000000001,7.166666666666667e-05
Ni01,52.95,0.000134
Ni01,53.05,0.0002626666666666667
Ni01,53.150000000000006,0.00048166666666666665
Ni01,53.25,0.000802
Ni01,53.35000000000001,0.0013256666666666666
Ni01,53.45,0.002208
Ni01,53.55,0.003542
Ni01,53.650000000000006,0.005395666666666667
Ni01,53.75,0.007942666666666667
Ni01,53.85000000000001,0.011421333333333334
Ni01,53.95,0.015861666666666666
Ni01,54.05,0.021445
Ni01,54.150000000000006,0.027899333333333335
Ni01,54.25,0.03498433333333333
Ni01,54.35000000000001,0.04281533333333333
Ni01,54.45,0.050638666666666665
Ni01,54.55,0.05787766666666667
Ni01,54.650000000000006,0.06428933333333334
Ni01,54.75,0.068837
Ni01,54.85000000000001,0.07128166666666666
Ni01,54.95,0.07157433333333334
Ni01,55.05,0.06961566666666667
Ni01,55.150000000000006,0.065714
Ni01,55.25,0.06002066666666667
Ni01,55.35000000000001,0.05280633333333333
Ni01,55.45,0.04485466666666667
Ni01,55.55,0.037235
Ni01,55.650000000000006,0.030027
Ni01,55.75,0.023116
Ni01,55.85000000000001,0.01732
Ni01,55.95,0.012727
Ni01,56.05,0.008986666666666667
Ni01,56.150000000000006,0.006124333333333333
Ni01,56.25,0.004036
Ni01,56.35000000000001,0.0025516666666666665
Ni01,56.45,0.001587
Ni01,56.55,0.000961
Ni01,56.650000000000006,0.000535
Ni01,56.75,0.00029233333333333336
Ni01,56.85000000000001,0.00016133333333333334
Ni01,56.95,8.433333333333333e-05
Ni01,57.05,4.0333333333333336e-05
Ni01,57.150000000000006,2.1333333333333335e-05
Ni01,57.25,1.2e-05
Ni01,57.35000000000001,8e-06
Ni01,57.45,4e-06
Ni01,57.55,3e-06
Sn01,52.05,1e-06
Sn01,52.150000000000006,1e-06
Sn01,52.25,3.3333333333333333e-06
Sn01,52.35000000000001,7e-06
Sn01,52.45,1.9666666666666666e-05
Sn01,52.55,4.266666666666667e-05
Sn01,52.650000000000006,7.566666666666667e-05
Sn01,52.75,0.000154
Sn01,52.85000000000001,0.0002773333333333333
Sn01,52.95,0.0005
Sn01,53.05,0.0008503333333333334
Sn01,53.150000000000006,0.001409
Sn01,53.25,0.0023323333333333334
Sn01,53.35000000000001,0.0036333333333333335
Sn01,53.45,0.005562
Sn01,53.55,0.008118333333333333
Sn01,53.650000000000006,0.011588
Sn01,53.75,0.016071666666666668
Sn01,53.85000000000001,0.021527333333333332
Sn01,53.95,0.027925
Sn01,54.05,0.035077333333333335
Sn01,54.150000000000006,0.042640333333333336
Sn01,54.25,0.050341
Sn01,54.35000000000001,0.057569
Sn01,54.45,0.063573
Sn01,54.55,0.06815233333333333
Sn01,54.650000000000006,0.070687
Sn01,54.75,0.07097
Sn01,54.85000000000001,0.069299
Sn01,54.95,0.06537933333333333
Sn01,55.05,0.059686333333333334
Sn01,55.150000000000006,0.05262666666666667
Sn01,55.25,0.04520766666666667
Sn01,55.35000000000001,0.037549
Sn01,55.45,0.03018
Sn01,55.55,0.023556666666666667
Sn01,55.650000000000006,0.017784
Sn01,55.75,0.013000666666666667
Sn01,55.85000000000001,0.009303
Sn01,55.95,0.006382333333333334
Sn01,56.05,0.004221666666666667
Sn01,56.150000000000006,0.0027266666666666667
Sn01,56.25,0.00168
Sn01,56.35000000000001,0.001018
Sn01,56.45,0.0005936666666666667
Sn01,56.55,0.000324
Sn01,56.650000000000006,0.000177
Sn01,56.75,9.466666666666667e-05
Sn01,56.85000000000001,4.633333333333333e-05
Sn01,56.95,2.5e-05
Sn01,57.05,1.3333333333333333e-05
Sn01,57.150000000000006,8.333333333333334e-06
Sn01,57.25,4.333333333333333e-06
Sn01,57.35000000000001,2.333333333333333e-06
Sn01,57.45,1e-06
Ta01,51.85000000000001,6.666666666666667e-07
Ta01,51.95,1e-06
Ta01,52.05,3e-06
Ta01,52.150000000000006,5.666666666666667e-06
Ta01,52.25,1.4e-05
Ta01,52.35000000000001,3.6e-05
Ta01,52.45,6.733333333333333e-05
Ta01,52.55,0.00012833333333333333
Ta01,52.650000000000006,0.00024533333333333335
Ta01,52.75,0.000457
Ta01,52.85000000000001,0.0007733333333333333
Ta01,52.95,0.0012423333333333334
Ta01,53.05,0.0020856666666666667
Ta01,53.150000000000006,0.0033666666666666667
Ta01,53.25,0.0051656666666666665
Ta01,53.35000000000001,0.0076
Ta01,53.45,0.010939333333333334
Ta01,53.55,0.015254
Ta01,53.650000000000006,0.020618666666666667
Ta01,53.75,0.026964666666666668
Ta01,53.85000000000001,0.03393566666666667
Ta01,53.95,0.041578333333333335
Ta01,54.05,0.049508
Ta01,54.150000000000006,0.056745666666666666
Ta01,54.25,0.063228
Ta01,54.35000000000001,0.06814533333333334
Ta01,54.45,0.07074966666666667
Ta01,54.55,0.071408
Ta01,54.650000000000006,0.06990366666666667
Ta01,54.75,0.06618966666666666
Ta01,54.85000000000001,0.06089866666666666
Ta01,54.95,0.05382833333333333
Ta01,55.05,0.046093666666666665
Ta01,55.150000000000006,0.038339333333333336
Ta01,55.25,0.031183666666666665
Ta01,55.35000000000001,0.024228333333333334
Ta01,55.45,0.018139
Ta01,55.55,0.013451333333333333
Ta01,55.650000000000006,0.009614666666666667
Ta01,55.75,0.006606666666666667
Ta01,55.85000000000001,0.004346333333333333
Ta01,55.95,0.002779
Ta01,56.05,0.0017566666666666666
Ta01,56.150000000000006,0.0010556666666666666
Ta01,56.25,0.000603
Ta01,56.35000000000001,0.00033266666666666666
Ta01,56.45,0.00018033333333333334
Ta01,56.55,9.766666666666666e-05
Ta01,56.650000000000006,4.633333333333333e-05
Ta01,56.75,2.6333333333333334e-05
Ta01,56.85000000000001,1.4e-05
Ta01,56.95,8.666666666666666e-06
Ta01,57.05,5e-06
Ta01,57.150000000000006,3.6666666666666666e-06
Ta01,57.25,3.3333333333333335e-07
Cu01,51.75,1.6666666666666667e-06
