filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,176LUm,88.361,17683.303854246926,1837.4353203520525,0.08900000000000001,0.004,0.0014087528287098196,0.00018213984035495687,144755236.61132967,24900281.835189886,92910.93492383162,15982.209136835614,57.25548602284225,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,175HFg,89.36,7970.298798586575,1656.803350285095,0.024,0.002,0.001391807526896551,0.000186939756579383,244894968.38983846,64011395.54522158,157185.47393442778,41085.619733775085,57.25548602284225,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,178TAg,93.13,30797.164757367795,7197.20207758844,0.066,0.019,0.0013307790096391044,0.0002033633725548728,359879029.40248007,144343984.56078395,230987.8237499872,92646.97340230035,5.24589850360394,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,180TAg,93.324,30069.485431771234,7184.81027323721,0.0451,0.002255,0.0013277628975752992,0.00020403121634527795,515376494.7435814,148691927.06097656,330793.64232579037,95437.6938773919,5.24589850360394,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,180TAg,103.6,5221.962875118655,165.4612004781038,0.0087,0.0024,0.0011851138793112037,0.000209209819612494,519816576.6158045,171191546.57550818,333643.50232079875,109879.04144769459,3.5596296341221176,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177TAg,112.9,3083.8505459693392,165.04636872549122,0.07200000000000001,0.016,0.0010823516589440944,0.00017970803518990497,40615155.534581214,11497668.030818151,26068.777621682424,7379.761252129751,4.940696831226891,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,115.05,11616.657558684961,2076.3187335861076,0.08,0.004,0.0010616556840259035,0.00017091675010826962,140379338.86635658,34514704.08513051,90102.27141614672,22153.21186465373,4.940696831226891,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,115.65,27969.760619381817,2082.272590943622,0.47000000000000003,0.06,0.0010560655466501903,0.00016840781964004806,57835660.40175227,12579077.490945525,37121.73324887822,8073.862317680055,4.940696831226891,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,142.6,727.9756912442534,52.86142189992695,0.0126,0.0012,0.0008697943265321139,8.343543543613107e-05,68175046.62108229,10761835.686615163,43758.0530302197,6907.468348276741,1.3383941535498738,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,155.95,1524.485003741547,64.12971499231335,0.036000000000000004,0.003,0.0008101980894493347,9.044111076317752e-05,53644490.25752153,7926123.725366505,34431.63687902538,5087.370812173624,1.3676759837770915,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,186.2,3236.1577645269767,1741.6722488676078,0.15,0.013000000000000001,0.0007173382526558021,0.00014077127905585084,30868115.579827566,17892345.24808221,19812.654415807167,11484.175383878182,1.0828478480822443,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,186.42,2118.841207355239,1737.8767852790404,0.073,0.00365,0.0007167866107040407,0.00014095106145199597,41560555.90098637,35127176.55670602,26675.581451210764,22546.326416371,1.0828478480822443,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,178TAg,213.39,7299.62633048054,236.71831304442244,0.00086,0.00014000000000000001,0.0006252247721559036,9.385846158238521e-05,13933546863.797867,3122647827.5619674,8943226.485107746,2004266.8983067826,5.072456075238074,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,180HFm,215.426,17.438722990055005,43.13390646074703,0.816,0.02,0.0006150617568123979,8.821595681912055e-05,35661.65364413128,88771.71920200963,22.889379745912244,56.97799692041696,5.072456075238074,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,223.23,537.2655385015883,41.63139196969633,0.020499999999999997,0.0016,0.0005725599191056947,7.077179457039078e-05,46979659.27098012,8032784.461692519,30153.824949281207,5155.830848326392,1.148151348234141,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,177Wg,271.02,744.5713706661155,41.620414294433175,0.037000000000000005,0.003,0.0003153397615031669,2.982361327318461e-05,65497022.31314876,9259546.664800964,42039.16708161024,5943.226357381877,1.1868451818634498,09/25/2025 00:06:52,1518.0,1558.0
Data/LEPS/CU09252025_Ta05_10cm_LEPS.Spe,175HFg,343.4,52.580496775713804,19.312123078152045,0.84,0.042,0.00012981205776035266,1.5239649974650988e-05,494909.7917059351,204176.71547450134,317.65711919508027,131.05052341110485,1.2413762065342144,09/25/2025 00:06:52,1518.0,1558.0
