filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
Data/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,178TA,93.13,525.4408029299209,46.312011267751544,0.066,0.019,5.2321170596210765e-05,1.374656929129917e-05,171609776.33551735,68980993.2199357,1144065.1755701157,459873.2881329047,1.611242119345441,09/24/2025 16:08:13,133.0,150.0
Data/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,175TA,207.4,26.917953346174897,7.6195777791852946,0.14,0.013000000000000001,3.361554555623718e-05,9.391177828937548e-06,6450798.177089336,2913210.809451989,43005.32118059557,19421.405396346592,1.4512253623611526,09/24/2025 16:08:13,133.0,150.0
Data/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,175HF,343.4,1.275187542390466,2.222794742211597,0.84,0.042,6.540663017809069e-06,8.149881963965646e-07,261765.62770440965,512998.1164758801,1745.1041846960643,3419.987443172534,1.111092438667415,09/24/2025 16:08:13,133.0,150.0
