filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time,idx,sig,l,h,A,SNR
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,62.985,2772.8384862783037,7165291934.091402,0.067,0.005,0.001902999673135865,0.0012576254456639299,24129984.86801275,62354293912224.51,21856.870351460824,56480338688.60915,15.973295058010082,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177TAg,62.985,28710.81806870223,3995127516.2713075,0.046,0.004,0.001902999673135865,0.0012576254456639299,363910858.55103916,50638413750694.32,329629.4008614485,45868128397.36804,15.973295058010082,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178TAg,63.243,4520.255419279603,217201.639125865,0.083,0.006,0.0018983424883690283,0.0012324877027623442,31831441.601188295,1529665889.6860013,28832.827537308236,1385566.929063407,15.973295058010082,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,180TAg,63.243,61414.00295761774,1046628.2824591794,0.076,0.003,0.0018983424883690283,0.0012324877027623442,472307930.42404866,8055015817.713562,427815.1543696093,7296209.9798130095,15.973295058010082,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177TAg,63.243,30045.820873543038,214460.31383043705,0.08900000000000001,0.006999999999999999,0.0018983424883690283,0.0012324877027623442,197317448.77843443,1414307435.5162938,178729.57316887175,1281075.5756488168,15.973295058010082,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,63.243,145810.3752733242,7020.26064025711,0.128,0.009000000000000001,0.0018983424883690283,0.0012324877027623442,665809339.0755519,435983995.48393345,603088.1694524926,394913.03938762087,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178TAg,64.942,8630.79641805746,49591166209.37295,0.028300000000000002,0.0021,0.0018667936899457614,0.001072864507985397,181265062.68173432,1041519857031401.5,164189.36837113617,943405667600.9071,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,180TAg,64.942,37543.11512092616,112724776207.3382,0.0259,0.001,0.0018667936899457614,0.001072864507985397,861549449.9146534,2586838322296112.5,780388.9944879108,2343150654253.725,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,64.942,5274.381107979501,27866224729.38601,0.044000000000000004,0.003,0.0018667936899457614,0.001072864507985397,71247314.46910392,376422112038441.1,64535.61093215935,340962058005.83435,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177TAg,64.942,64892.69589108853,6225873213.39382,0.0305,0.0023,0.0018667936899457614,0.001072864507985397,1264578069.2505176,121324944504531.69,1145451.1496834399,109895783065.69899,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,64.948,50888.8619191465,90798934155.36955,0.083,0.003,0.0018666798268609176,0.0010723200167399073,364435608.4045031,650247688069130.9,330104.7177577021,588992471077.1113,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178W,64.948,99002.42759690774,48120293.94904474,0.013999999999999999,0.003,0.0018666798268609176,0.0010723200167399073,4203334638.9607587,2043039390339.7356,3807368.3323919917,1850579157.9164271,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,65.222,93236.62653739483,1744329.8510273958,0.16,0.006,0.0018614636298355531,0.001047605740938927,347342564.4740936,6501257303.469294,314621.88811059203,5888820.021258418,228.28532575704097,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178W,65.222,276897.3977228803,14455.990383854203,0.027000000000000003,0.005,0.0018614636298355531,0.001047605740938927,6112889531.880115,3635760787.093013,5537037.619456626,3293261.582511787,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,179Wm,66.95,36515.011601027974,239746.01198820357,0.0305,0.0025,0.0018279097609965992,0.0008987854568856398,726712857.8134263,4785100227.181337,658254.4001933209,4334329.915925125,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,66.982,209.84441175644162,272365.7490804412,0.054900000000000004,0.002,0.0018272790413528253,0.0008961476088531934,2320952.131872682,3012460074.372871,2102.3117136527917,2728677.603598615,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178W,66.982,19571.29528197868,916317.4173573103,0.0092,0.0018,0.0018272790413528253,0.0008961476088531934,1291733318.5136507,60482099091.7186,1170048.2957551184,54784510.04684655,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,179Wm,67.244,14281.835609708683,768242.3515125979,0.059000000000000004,0.005,0.00182210401844593,0.0008747156456122315,147402498.49293718,7929337411.722256,133516.75588128367,7182370.843951318,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,172LUm,67.35,8380.135018062576,208946.45796399034,0.504,0.008,0.0018200049067656774,0.0008661287962119155,10136637.4402936,252788394.37515038,9181.736811860146,228974.99490502753,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,179Wm,69.067,1.4335513407183749e-11,2091.9966066359457,0.0204,0.0017000000000000001,0.0017856401087923428,0.0007339006107744117,4.3665168864762674e-07,63721041.93177585,3.9551783391995174e-10,57718.3350831303,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,69.7,24899.73475763484,6115.358578475889,0.059000000000000004,0.009000000000000001,0.001772828822268515,0.0006884791488684026,264132534.12556562,127891589.96801218,239250.48380938914,115843.83149276466,559.5781826415321,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,70.45,83937.5771137811,3908.885040250297,0.059000000000000004,0.005,0.0017575488784998849,0.0006370871100390112,898137847.9619371,336961676.1373026,813530.6593858126,305218.90954465815,143.6924010703727,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,81.5,76.90911958447967,60.08692306387049,0.0147,0.0022,0.0015338930503750942,0.0001915569131053467,3784525.3437850694,3077779.554826857,3428.0120867618384,2787.843799662008,0.9429455960976775,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,176LUm,88.361,49129.746238632324,4778.368511506813,0.08900000000000001,0.004,0.0014087528287098196,0.00018213984035495687,434776143.36173224,73032235.71550708,393818.97043635166,66152.38742346656,99.43857418164367,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,175HFg,89.36,17023.016369083278,4519.82408797679,0.024,0.002,0.001391807526896551,0.000186939756579383,565447237.7661271,174777574.6139075,512180.4689910572,158313.02048361185,99.43857418164367,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,90.3,2.917274466842769e-12,463.0267829609618,0.05,0.006999999999999999,0.001376163565852642,0.000191484391550356,4.7041723355437e-08,7466413.626065403,4.261025666253352e-11,6763.055820711416,99.43857418164367,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178TAg,93.13,20822.2717437443,16771.76170888518,0.066,0.019,0.0013307790096391044,0.0002033633725548728,263041471.24843523,228567789.85770163,238262.20221778553,207036.0415377732,1.6860617228832306,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,178LUg,93.179,23650.711372724607,33236.16298904333,0.06,0.03,0.0013300160536484252,0.00020353407473239145,328838052.36929286,493071508.300159,297860.55468233046,446622.7430255063,1.6860617228832306,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,180TAg,93.324,15262.15226370143,18571.785158266404,0.0451,0.002255,0.0013277628975752992,0.00020403121634527795,282790427.2322208,347142741.48252195,256150.74930454785,314440.8890240235,1.6860617228832306,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,101.75,3745.783560723976,169.6598019513206,0.0044,0.0011,0.0012083912434989032,0.00021214619833148006,781678966.258246,241739936.00793162,708042.541900585,218967.33334051777,1.8442949945609757,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,180TAg,103.6,3786.3025812657925,167.74778394453043,0.0087,0.0024,0.0011851138793112037,0.000209209819612494,407457178.2191507,134824717.04998112,369073.53099560755,122123.83790759159,1.8442949945609757,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177TAg,112.9,10899.85198674325,1121.8773844168013,0.07200000000000001,0.016,0.0010823516589440944,0.00017970803518990497,155190706.27428052,45941628.80488122,140571.29191510918,41613.794207319945,49.95418463720844,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,115.05,125908.62667990064,17425.95238194871,0.08,0.004,0.0010616556840259035,0.00017091675010826962,1644855697.0575585,358793371.7265464,1489905.5226970639,324993.99612911814,49.95418463720844,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,115.65,250784.74220534778,17495.031363311773,0.47000000000000003,0.06,0.0010560655466501903,0.00016840781964004806,560606812.2187678,121014951.85506156,507796.02556047804,109614.99262233837,49.95418463720844,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,142.6,6205.511204389235,172.14557348718955,0.0126,0.0012,0.0008697943265321139,8.343543543613107e-05,628255705.1578178,87059758.80709663,569072.196700922,78858.47718034116,2.3067158689992473,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,155.95,15294.732144475112,315.56619929749183,0.036000000000000004,0.003,0.0008101980894493347,9.044111076317752e-05,581827377.4242723,82069465.2537968,527017.5520147394,74338.28374438116,4.445172586745362,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,160.4,5.192612530821345e-10,37.59688474037929,0.049,0.006999999999999999,0.0007934595465235833,9.76450763132125e-05,1.4818731868374589e-05,1072943.8230698132,1.3422764373527707e-08,971.869404954541,1.093015225009834,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,173TAg,172.2,523.3455614989876,85.5285569570714,0.17500000000000002,0.00875,0.0007548953408639577,0.00011947997812340154,4395514.775423005,1041742.0178578252,3981.444542955621,943.6069002335373,1.0924725596379867,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,186.2,32808.89240283465,6521.510566630884,0.15,0.013000000000000001,0.0007173382526558021,0.00014077127905585084,338315824.6459741,98961134.49678703,306445.4933387447,89638.70878332158,4.119700773707194,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,186.42,18612.908435269816,6496.176680457356,0.073,0.00365,0.0007167866107040407,0.00014095106145199597,394682153.4548918,159362360.02880216,357501.9505931991,144349.96379420484,4.119700773707194,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,179Wm,221.5,2.71170891940481,41.33851374327619,0.08800000000000001,0.006999999999999999,0.0005823812012016551,7.401616508747481e-05,58708.23746996054,895727.9102486576,53.177751331486,811.3477447904507,1.2444225992601357,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,223.23,4279.0594964727325,106.32444390788966,0.020499999999999997,0.0016,0.0005725599191056947,7.077179457039078e-05,404500920.03082913,60297962.660274886,366395.76089749014,54617.71980097363,1.2444225992601357,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,224.99,969.881869320854,82.51860915265044,0.0054,0.0008,0.0005623982335823014,6.782118025986307e-05,354345666.35254055,74967639.01361409,320965.2774932433,67905.47012102725,1.2444225992601357,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,259.25,1686.576759309969,75.70229611963248,0.0086,0.0008,0.0003693012367622679,3.787643166348496e-05,589213774.1597887,86956403.4079268,533708.1287679246,78764.85815935399,1.0798815327161446,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,271.02,6578.747782061672,106.79572417857659,0.037000000000000005,0.003,0.0003153397615031669,2.982361327318461e-05,625617329.8754337,78972423.5335782,566682.364017603,71532.99233113967,1.172158724276147,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,280.8,1198.2535942879956,69.5906753955292,0.008100000000000001,0.001,0.0002766607184032204,2.427253860547629e-05,593283422.968746,97750141.76119134,537394.4048629946,88541.79507354287,1.1980511337897888,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,308.25,974.3121355424853,69.76385195461248,0.0086,0.0013000000000000002,0.0001944168510992469,1.6205354714902658e-05,646564340.5002121,122594126.59409952,585656.1055255544,111045.40452364087,1.5443375240706692,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,311.28,1808.3732200847262,80.02574451447583,0.012700000000000001,0.0016,0.00018733643513196843,1.5895132655293745e-05,843350461.6891791,134890014.5101285,763904.4037039665,122182.98415772509,1.5443375240706692,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,175HFg,343.4,105.32069132787626,40.98382519043463,0.84,0.042,0.00012981205776035266,1.5239649974650988e-05,1071680.610860796,451127.9629197549,970.7251909970978,408.6304011954302,0.9443541447836836,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,367.52,3768.414656642957,165.06780276656627,0.039,0.003,0.00010144993118470084,1.5200415259297077e-05,1056789070.5145891,184713796.74193946,957236.4769153886,167313.22168653936,4.410505145169146,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,377.35,3249.735106487683,240.04085272314128,0.043,0.004,9.224878882430335e-05,1.5058677791144735e-05,909001973.9291464,184203122.07509354,823371.3531966906,166850.65405352676,9.405068292398452,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,388.8,1106.2678774121482,115.00929440768361,0.015600000000000001,0.0014000000000000002,8.28903803690862e-05,1.4803458853778762e-05,949243350.9283123,215753058.05492383,859821.8758408626,195428.49461496723,3.866533978635686,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,417.16,3939.3637325852524,294.74780188565524,0.057,0.005,6.465927076367636e-05,1.3870473147940203e-05,1185950102.5989969,289439890.27054495,1074230.1653976422,262173.8136508559,11.07380586906641,09/24/2025 21:37:32,995.0,1104.0,,,,,,
Data/LEPS/CO09242025_Ta04_10cm_LEPS.Spe,177Wg,426.98,4434.567490574824,1116.8782166949024,0.12300000000000001,0.01,5.963810205582559e-05,1.3486282878773858e-05,670761822.7898037,233714654.0949392,607574.1148458368,211698.05624541594,78.18565891080519,09/24/2025 21:37:32,995.0,1104.0,,,,,,
