filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172HFg,23.9331,5587.296988931893,1440.995142763319,0.203,0.017,0.0007430194329299923,7.325873684115529e-05,39328206.635395944,11359554.243489452,21764.36449108796,6286.4162941280865,129.45155337400615,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,179Wg,30.7,282505.2202600465,14725.641041756733,0.18,0.009000000000000001,0.0007365447645531137,7.165172674566726e-05,2262316808.273096,274143391.79312277,1251973.8839364117,151711.89363205465,825.0541951996221,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172LUm,52.965,6966.56277110533,688277066375.4287,0.1097,0.0024,0.0007146740602963414,6.24361534019632e-05,94341440.79090542,9320672509334636.0,52208.87702872464,5158092146837.098,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,175HFg,52.965,7450.668480836312,687592768596.2567,0.266,0.013999999999999999,0.0007146740602963414,6.24361534019632e-05,41610619.4090329,3840079729228614.0,23027.459551208027,2125113297857.5618,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172HFg,52.965,76312.25536450115,2267614365.0355268,0.36,0.04,0.0007146740602963414,6.24361534019632e-05,314907037.14643294,9357444851830.31,174270.63483477198,5178442087.343836,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172LUm,54.07,9352.253273071488,772851250785.2759,0.19,0.004,0.0007135396772093137,6.180274538000521e-05,73239121.77428171,6052332546708189.0,40530.78128073144,3349381597514.2163,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,173HFg,54.07,3264.9083774829783,392060426526.52765,0.536,0.013000000000000001,0.0007135396772093137,6.180274538000521e-05,9063306.723880026,1088350265634268.9,5015.665038118443,602296771241.9861,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,175HFg,54.07,10015.736874999546,789755755653.718,0.461,0.024,0.0007135396772093137,6.180274538000521e-05,32326780.208749257,2549014720558300.0,17889.75108397856,1410633492284.6155,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172HFg,54.07,128175.73788388181,5560922405.045554,0.63,0.06,0.0007135396772093137,6.180274538000521e-05,302723228.235535,13133689809183.547,167528.0731795988,7268229003.421996,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,180TAg,54.611,167228.30530190034,4285114453.0707316,0.203,0.008,0.0007129911854493582,6.14872160489581e-05,1226671250.2109838,31432637519060.637,678844.0787000464,17394929451.610756,50402.237774196474,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,179Wg,56.28,561601.7464190926,1516478.9160406077,0.223,0.005,0.0007112855582487688,6.0488039628422974e-05,3759050779.2173815,10155852717.294994,2080271.598902812,5620283.739510234,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,181Wg,57.535,373285.9883948934,1732302.6290075749,0.32,0.04,0.0007099702735419873,5.970981487817629e-05,1744416323.3558354,8099551844.139672,965365.9786141868,4482319.780929537,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,179Wg,57.535,381677.1973333313,750734.1876739408,0.386,0.008,0.0007099702735419873,5.970981487817629e-05,1478656652.362609,2911241034.01179,818293.6648381897,1611090.7769849417,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172HFg,61.05,3.824339198983133e-05,26925.005679538055,0.069,0.006999999999999999,0.00070622719559671,5.741774759825605e-05,0.8332234297739942,586625411.9131161,0.00046110870491089886,324640.51572391595,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,175HFg,61.29,0.0001046293523295987,7585906.995822746,0.098,0.005,0.0007059718566426785,5.725561640454749e-05,1.6056048440313289,116410631889.37035,0.0008885472296797614,64422043.1042448,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172HFg,61.29,1.0819705915137965e-06,38984.51851135433,0.134,0.013999999999999999,0.0007059718566426785,5.725561640454749e-05,0.012142884570674705,437520679.4339851,6.719913984878088e-06,242125.44517652746,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
Data/DET2/AJ09232025_Ta10_50cm_DET2.Spe,172LUm,61.29,14810.552027488679,7721493.244785968,0.0406,0.0008,0.0007059718566426785,5.725561640454749e-05,548600780.2634923,286013462957.52563,303597.5541026521,158280831.74185148,7307.9724569881,09/23/2025 21:26:58,1702.0,1807.0
