filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,61COg,67.412,3005.1274526926654,1080.148329576697,0.8470000000000001,0.042350000000000006,0.0025929983021217057,0.00018471474126480032,1571725.544588981,581965.0588503705,3281.2641849456804,1214.958369207454,1.65681871182338,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,61CUg,67.412,2421.4958020066433,1090.1041206707187,0.042,0.008,0.0025929983021217057,0.00018471474126480032,25540632.969990082,12627226.3171092,53320.73688933211,26361.641580603755,1.65681871182338,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,91.9,2464.5313017086514,101.60362967483637,0.0116,0.0009,0.0026483269609507355,0.00010807779918985563,92151881.29419161,9118116.020169385,192383.88579163176,19035.732818725228,1.1102903493129979,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,57COg,122.06065,2296.227526381159,108.81879600062057,0.856,0.0017000000000000001,0.002741859385105009,5.802716571302143e-05,1123816.5775293238,62905.30374186998,2346.172395677085,131.32631261350727,1.0416389146977634,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,57NIg,127.164,35297.12662166709,205.14039654448723,0.167,0.005,0.002746342399038711,6.267343432782304e-05,88403133.36339124,3400135.384374601,184557.68969392742,7098.403725207935,1.0416389146977634,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,56NIg,158.38,17327.427334709297,158.94272943526948,0.988,0.01,0.0026258254714206742,8.701267279026267e-05,7672037.9650931405,281091.60115748836,16016.78072044497,586.8300650469486,1.0977488684249568,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,56NIg,269.5,1641.1029463010766,87.53025447750093,0.365,0.008,0.0017297070154347698,2.6147242621068488e-05,2985862.9666166315,192651.8375322508,6233.534377070212,402.1959029900852,1.110853834043873,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,61CUg,282.956,1236.4601721560653,86.3437668188442,0.122,0.0061,0.0016504192353831893,2.5825418060594797e-05,7053838.025608319,647649.9236937788,14726.175418806512,1352.087523369058,1.1269761546661965,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,385.4,547.8577308975636,54.10810177936633,0.0054,0.0005,0.001228161679946125,3.2002533381237096e-05,94889454.56394732,13695609.37915282,198099.07007087124,28592.086386540333,0.8077897673416259,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,411.5,967.3504970827978,74.55567409245782,0.010700000000000001,0.0008,0.001155061911336518,3.334317449223171e-05,89907159.49183777,10406404.0381443,187697.61898087218,21725.26939069791,1.6008546484055128,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,477.2,15826.879341062348,131.00219672903754,0.20199999999999999,0.017,0.001007111362080499,3.4572134802445973e-05,89364675.9337938,8186871.191776281,186565.085456772,17091.58912688159,0.9979545092651411,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,56NIg,480.44,765.9523435060609,52.91425990267667,0.365,0.008,0.0010008635886882959,3.452525295548951e-05,2408426.811595924,212001.04701931472,5028.030921912159,442.5909123576508,0.9979545092651411,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,520.0,554.0214259336549,68.98311301579537,0.0083,0.0008,0.0009307450093467139,3.332658823215342e-05,82379131.80051291,13755304.414577752,171981.48601359688,28716.71067761535,2.6984534847884465,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,61CUg,656.008,725.1695984611165,58.431534144585584,0.10800000000000001,0.02,0.0007516766515126836,2.5234080899625912e-05,10260871.083761498,2134953.271233837,21421.442763593943,4457.104950383794,1.1356878285470648,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,56NIg,749.95,721.6181597742639,208.26107197825007,0.495,0.012,0.0006633970353795137,1.8983620820681082e-05,2524225.716489348,740609.4976491056,5269.782289121812,1546.1576151338322,23.00891287542363,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,803.7,910.33867744484,46.514531533374594,0.0187,0.0015,0.0006213610503575017,1.5251804818894317e-05,89994676.58224845,9329130.155316764,187880.32689404686,19476.26337226882,1.1485169370844168,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,56NIg,811.85,1769.5956348070147,57.08993184736809,0.86,0.009000000000000001,0.0006154250200223651,1.4701818700796481e-05,3840607.24694324,183631.9302248544,8017.96920029904,383.3651987992785,1.1485169370844168,09/24/2025 20:16:05,417.0,479.0
Data/IDM/CF09242025_Ni01_30cm_IDM.Spe,55COg,931.1,30757.171649285574,1036.8405342365004,0.75,0.0375,0.0005391789351974735,8.166634883862596e-06,87367855.27615145,5454950.282037369,182396.35757025355,11388.205181706408,36.71595452688209,09/24/2025 20:16:05,417.0,479.0
