name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.847310699999998,0.5666341253979591
Sn08,Sn,8.047,29.651201819999997,0.5564311609073378
Ta08,Ta,27.227,29.481610099999997,0.5672123817213355
Cu08,Cu,22.197,29.21289168,0.5731918560017907
Al_degrader_E2_E1,Al,136.6,27.9921561975,0.9193011924077663
Ni09,Ni,22.662,26.73086978,0.6164497863433417
Sn09,Sn,7.829,26.522428259999998,0.6064959023384844
Ta09,Ta,27.377,26.33911288,0.6188091791643896
Cu09,Cu,22.091,26.046897440000002,0.6261410369249458
Al_degrader_E4_E3,Al,136.6,24.705115319999997,1.0053591560737374
Ni10,Ni,23.107,23.305664179999997,0.6861291448881381
Sn10,Sn,8.232,23.06822838,0.6757899994543982
Ta10,Ta,27.165,22.86414284,0.6899349981532568
Cu10,Cu,22.259,22.539450220000003,0.7002549616689279
Al_degrader_E6_E5,Al,136.6,21.02259543,1.1224953421476256
Ni11,Ni,22.941,19.42594342,0.7896769535441082
Sn11,Sn,7.982,19.15678772,0.7801950600056383
Ta11,Ta,27.2,18.9252181,0.7982135710650313
Cu11,Cu,22.211,18.551725400000002,0.81359716899387
Al_degrader_E8_E7,Al,136.6,16.75648786235294,1.3232066397851474
Ni12,Ni,23.155,14.822224454999997,0.9704147971872403
Sn12,Sn,8.021,14.48898414,0.9686395670363979
Ta12,Ta,27.702,14.20187856,0.996373875918235
Cu12,Cu,22.177,13.735793504999998,1.0219333659294108
Al_degrader_E9,Al,68.3,12.473899464,1.2594377396046668
Ni13,Ni,23.153,11.097767889999998,1.2099218148644761
Sn13,Sn,7.354,10.68925886,1.225072913712282
Ta13,Ta,27.337,10.343393232,1.266268464385256
Cu13,Cu,22.168,9.75432641142857,1.3260578303242097
Al_degrader_E10,Al,68.3,8.006868282222221,1.8119567279446163
Ni14,Ni,23.067,5.907899016,2.0258704437811987
Sn14,Sn,7.62,5.231950752,2.1376099813779486
Ta14,Ta,27.361,4.670617584705882,2.2231387489976897
Cu14,Cu,22.125,3.681900874285714,2.312020645475624
