name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.834596519999998,0.5683876114095817
Sn08,Sn,8.047,29.623458859999996,0.5563903581906325
Ta08,Ta,27.227,29.440770099999995,0.5686815577684844
Cu08,Cu,22.197,29.15120594,0.5753335412686422
Al_degrader_E2_E1,Al,136.6,27.8328258225,0.9659605200406476
Ni09,Ni,22.662,26.467846759999997,0.6228072545800205
Sn09,Sn,7.829,26.241779299999997,0.6110030413111787
Ta09,Ta,27.377,26.04291462,0.6251716335457451
Cu09,Cu,22.091,25.725700939999996,0.6334538184296596
Al_degrader_E4_E3,Al,136.6,24.263521548000003,1.0587261969648638
Ni10,Ni,23.107,22.73287426,0.7013943254899148
Sn10,Sn,8.232,22.472450339999998,0.6890957845132158
Ta10,Ta,27.165,22.24859368,0.7056183942217333
Cu10,Cu,22.259,21.89183184,0.7176562561297813
Al_degrader_E6_E5,Al,136.6,20.213355051428568,1.2006096487921327
Ni11,Ni,22.941,18.43444642,0.8246617154622757
Sn11,Sn,7.982,18.1330402,0.8134602979764655
Ta11,Ta,27.2,17.8736617,0.8352823045851683
Cu11,Cu,22.211,17.45393354,0.854429429071277
Al_degrader_E8_E7,Al,136.6,15.403600344,1.4692128214261817
Ni12,Ni,23.155,13.157392644,1.0646517069232968
Sn12,Sn,8.021,12.76441308,1.0681366552669718
Ta12,Ta,27.702,12.425959845,1.1028252424784155
Cu12,Cu,22.177,11.870659704,1.1432038223827947
Al_degrader_E9,Al,68.3,10.313941314285714,1.4883778705639767
Ni13,Ni,23.153,8.551033002,1.4954270091939854
Sn13,Sn,7.354,8.00840344,1.5525518069926576
Ta13,Ta,27.337,7.545569713333333,1.6386630234513495
Cu13,Cu,22.168,6.7203420650000005,1.8051055707053634
Al_degrader_E10,Al,68.3,4.009527098823529,2.5804975857858947
Ni14,Ni,23.067,1.3024670623529413,1.8370119141702228
Sn14,Sn,7.62,0.8200148564705881,1.4842543067707503
Ta14,Ta,27.361,0.5647762976470587,1.2266990047103068
Cu14,Cu,22.125,0.2660992247058824,0.8137919293972538
