name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.85049516,0.5654963253784895
Sn08,Sn,8.047,29.660009979999998,0.555927678660093
Ta08,Ta,27.227,29.49529948,0.5661484486525858
Cu08,Cu,22.197,29.23438872,0.5719129506636141
Al_degrader_E2_E1,Al,136.6,28.0500095025,0.9019271564043864
Ni09,Ni,22.662,26.827268159999996,0.6135759573599787
Sn09,Sn,7.829,26.62533806,0.6042792721212903
Ta09,Ta,27.377,26.44776774,0.6159299893780886
Cu09,Cu,22.091,26.16482592,0.6229295838986566
Al_degrader_E4_E3,Al,136.6,24.867328946666664,0.9830574887940636
Ni10,Ni,23.107,23.51570094,0.6800395221478795
Sn10,Sn,8.232,23.286662540000002,0.6704198285856023
Ta10,Ta,27.165,23.089789200000006,0.6837616411903786
Cu10,Cu,22.259,22.776708759999998,0.6934722700579039
Al_degrader_E6_E5,Al,136.6,21.317833155,1.0915896532043285
Ni11,Ni,22.941,19.785546460000003,0.7770903813466412
Sn11,Sn,7.982,19.52774494,0.7682047393139386
Ta11,Ta,27.2,19.30587806,0.7849465406068342
Cu11,Cu,22.211,18.94844042,0.7991232896807748
Al_degrader_E8_E7,Al,136.6,17.239421909999997,1.275016424938107
Ni12,Ni,23.155,15.407306835,0.9401055535216685
Sn12,Sn,8.021,15.09301848,0.9378421751971328
Ta12,Ta,27.702,14.82220424,0.9627484949487184
Cu12,Cu,22.177,14.383814999999998,0.9849040936938985
Al_degrader_E9,Al,68.3,13.207671479999998,1.1977324928614688
Ni13,Ni,23.153,11.93596626,1.1423280933171576
Sn13,Sn,7.354,11.560969980000001,1.151264079149002
Ta13,Ta,27.337,11.2436076,1.1850375500304788
Cu13,Cu,22.168,10.707260739999999,1.2318696410150922
Al_degrader_E10,Al,68.3,9.169468598181819,1.5958690112039893
Ni14,Ni,23.067,7.400783896363636,1.689367199671129
Sn14,Sn,7.62,6.84594129,1.7772613396664927
Ta14,Ta,27.361,6.372325963636363,1.8787981471535753
Cu14,Cu,22.125,5.5264229039999995,2.06150089747839
