name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.86694626,0.5625551065202523
Sn08,Sn,8.047,29.697113839999997,0.5552058368573356
Ta08,Ta,27.227,29.550322019999996,0.5635666170943056
Cu08,Cu,22.197,29.31793744,0.5684499065408019
Al_degrader_E2_E1,Al,136.6,28.266149399999996,0.8492950955904112
Ni09,Ni,22.662,27.18359342,0.6045932875352683
Sn09,Sn,7.829,27.0052651,0.5974883840895905
Ta09,Ta,27.377,26.84852334,0.6068990102770349
Cu09,Cu,22.091,26.599001299999998,0.6127282622813395
Al_degrader_E4_E3,Al,136.6,25.4603055225,0.9127536858079522
Ni10,Ni,23.107,24.27939894,0.6602893931655092
Sn10,Sn,8.232,24.079998919999998,0.653008946951597
Ta10,Ta,27.165,23.908591859999998,0.6635524455095771
Cu10,Cu,22.259,23.63656976,0.6713502738910161
Al_degrader_E6_E5,Al,136.6,22.379513465999995,0.9964141500022302
Ni11,Ni,22.941,21.069123079999997,0.7367216531440579
Sn11,Sn,7.982,20.84984622,0.7299697922186311
Ta11,Ta,27.2,20.66108412,0.7427040098746105
Cu11,Cu,22.211,20.35811302,0.7532595080757226
Al_degrader_E8_E7,Al,136.6,18.932499987692307,1.1226114862025267
Ni12,Ni,23.155,17.426577039999998,0.8536577802286104
Sn12,Sn,8.021,17.171383679999998,0.8482909377269438
Ta12,Ta,27.702,16.95121958,0.8654981383137826
Cu12,Cu,22.177,16.59757198,0.8816001433296615
Al_degrader_E9,Al,68.3,15.671836893333332,1.0283202108080027
Ni13,Ni,23.153,14.690979675,0.9701313681852032
Sn13,Sn,7.354,14.405657660000001,0.9703050157982923
Ta13,Ta,27.337,14.163823719999998,0.9923805935050128
Cu13,Cu,22.168,13.762376385000001,1.0144612790019794
Al_degrader_E10,Al,68.3,12.677810787692307,1.2033927737456784
Ni14,Ni,23.067,11.508686399999998,1.1694155967042
Sn14,Sn,7.62,11.163542119999999,1.1813559679393444
Ta14,Ta,27.361,10.870801365,1.2137289786085428
Cu14,Cu,22.125,10.381247027999999,1.2582777292637612
