name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.8248447,0.5709477644074894
Sn08,Sn,8.047,29.60055394,0.5572427143987406
Ta08,Ta,27.227,29.406403559999998,0.5709601961777427
Cu08,Cu,22.197,29.09858206,0.5782184949015003
Al_degrader_E2_E1,Al,136.6,27.694459213333335,0.9993162787708643
Ni09,Ni,22.662,26.23753932,0.6296178779656257
Sn09,Sn,7.829,25.995854259999998,0.6160465216522631
Ta09,Ta,27.377,25.78317686,0.6319570266723366
Cu09,Cu,22.091,25.4436891,0.6411368953204845
Al_degrader_E4_E3,Al,136.6,23.873451398181817,1.107986199731768
Ni10,Ni,23.107,22.224051959999997,0.7167962165219335
Sn10,Sn,8.232,21.942706540000003,0.702598066778744
Ta10,Ta,27.165,21.7007585,0.7214547308582501
Cu10,Cu,22.259,21.3146408,0.7351881803833357
Al_degrader_E6_E5,Al,136.6,19.485314967999997,1.279865045289994
Ni11,Ni,22.941,17.53356626,0.8608227277376059
Sn11,Sn,7.982,17.201011899999997,0.8481416801799037
Ta11,Ta,27.2,16.914809860000002,0.8739701551236062
Cu11,Cu,22.211,16.450066160000002,0.8973277289947383
Al_degrader_E8_E7,Al,136.6,14.138765245,1.625648318388725
Ni12,Ni,23.155,11.554570019999998,1.1809512549285004
Sn12,Sn,8.021,11.093092740000001,1.1933625934137924
Ta12,Ta,27.702,10.695222130000001,1.239055207792721
Cu12,Cu,22.177,10.032727885714284,1.3040863086728964
Al_degrader_E9,Al,68.3,8.060168736,1.8753004533695827
Ni13,Ni,23.153,5.637356233333333,2.0975201010950557
Sn13,Sn,7.354,4.845702522857143,2.2113899278001425
Ta13,Ta,27.337,4.197086419090908,2.28520590671048
Cu13,Cu,22.168,3.0621956955,2.3039685470208293
Al_degrader_E10,Al,68.3,0.8683616188235295,1.6085230540983688
Ni14,Ni,23.067,0.06637894470588235,0.3134014005463908
Sn14,Sn,7.62,0.04239602,0.17675383129198327
Ta14,Ta,27.361,0.03590933176470588,0.11828567248716852
Cu14,Cu,22.125,0.031246054117647058,0.05163332037226839
