name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.851849939999997,0.5651420491540126
Sn08,Sn,8.047,29.663250659999996,0.5557947214660862
Ta08,Ta,27.227,29.500166160000003,0.5658573569291597
Cu08,Cu,22.197,29.24186,0.5715197063969011
Al_degrader_E2_E1,Al,136.6,28.069383848571427,0.9058210080286218
Ni09,Ni,22.662,26.859674679999998,0.6126843590029842
Sn09,Sn,7.829,26.65990582,0.6035856525217673
Ta09,Ta,27.377,26.48424704,0.6150259716883819
Cu09,Cu,22.091,26.204369399999997,0.6219069933226672
Al_degrader_E4_E3,Al,136.6,24.921564186666664,0.9757413482339492
Ni10,Ni,23.107,23.5857688,0.6781135634586289
Sn10,Sn,8.232,23.359509019999997,0.6686877637123619
Ta10,Ta,27.165,23.1649989,0.6817592981388593
Cu10,Cu,22.259,22.85572896,0.6913052320193435
Al_degrader_E6_E5,Al,136.6,21.415752447272727,1.0862247173688793
Ni11,Ni,22.941,19.90470742,0.7730276855306952
Sn11,Sn,7.982,19.650593,0.7643468277889298
Ta11,Ta,27.2,19.431908780000004,0.7806849849708342
Cu11,Cu,22.211,19.0797353,0.7945019644619578
Al_degrader_E8_E7,Al,136.6,17.398538216250003,1.25876098536945
Ni12,Ni,23.155,15.599025945000001,0.9306359953369829
Sn12,Sn,8.021,15.290723179999999,0.9282521884761098
Ta12,Ta,27.702,15.02508138,0.9523019103085405
Cu12,Cu,22.177,14.595419145,0.9734585044918292
Al_degrader_E9,Al,68.3,13.445884070769232,1.1780034356697113
Ni13,Ni,23.153,12.20589948,1.1220157913932092
Sn13,Sn,7.354,11.840905059999999,1.129765815408838
Ta13,Ta,27.337,11.53197384,1.1629440657037873
Cu13,Cu,22.168,11.011150308,1.2060666856818096
Al_degrader_E10,Al,68.3,9.530594034285714,1.5407454245018115
Ni14,Ni,23.067,7.846309152,1.6034262219014135
Sn14,Sn,7.62,7.32371838,1.676503941674512
Ta14,Ta,27.361,6.877551313333333,1.7679928526062942
Cu14,Cu,22.125,6.086437832307693,1.93915594110303
