name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.880454999999998,0.5600568451282423
Sn08,Sn,8.047,29.727494939999996,0.554242063609752
Ta08,Ta,27.227,29.595351239999996,0.5611935090772722
Cu08,Cu,22.197,29.386275780000002,0.5654388923530036
Al_degrader_E2_E1,Al,136.6,28.44193878,0.8105647087877139
Ni09,Ni,22.662,27.472510919999994,0.5972651445386324
Sn09,Sn,7.829,27.31312064,0.5917158047627175
Ta09,Ta,27.377,27.173045960000003,0.5994805662635598
Cu09,Cu,22.091,26.950271799999996,0.604425510153865
Al_degrader_E4_E3,Al,136.6,25.937406557142857,0.8606511218157553
Ni10,Ni,23.107,24.8906485,0.6450112785430577
Sn10,Sn,8.232,24.714349979999998,0.6393898169927322
Ta10,Ta,27.165,24.56282892,0.6479685273310993
Cu10,Cu,22.259,24.32264944,0.6543646748317686
Al_degrader_E6_E5,Al,136.6,23.2194395925,0.930249676346858
Ni11,Ni,22.941,22.07571172,0.7076368624193072
Sn11,Sn,7.982,21.88502516,0.7024031820592603
Ta11,Ta,27.2,21.72079652,0.7125028634018881
Cu11,Cu,22.211,21.45787462,0.7207872282163826
Al_degrader_E8_E7,Al,136.6,20.233511058000005,1.023711399151011
Ni12,Ni,23.155,18.95215572,0.7965650803740278
Sn12,Sn,8.021,18.736406900000002,0.7920941913891238
Ta12,Ta,27.702,18.55010088,0.8049831696521521
Cu12,Cu,22.177,18.252240200000003,0.8165278351066545
Al_degrader_E9,Al,68.3,17.48299442571429,0.9299125046631684
Ni13,Ni,23.153,16.67598662,0.8785897563601431
Sn13,Sn,7.354,16.442575820000002,0.8752233029069368
Ta13,Ta,27.337,16.244389379999998,0.8905676309765674
Cu13,Cu,22.168,15.917885219999999,0.9063936683944519
Al_degrader_E10,Al,68.3,15.056777326666666,1.0371536021132965
Ni14,Ni,23.067,14.14605078,0.9966416796729863
Sn14,Sn,7.62,13.88064334,0.9966297666203052
Ta14,Ta,27.361,13.65499456,1.0168323354272357
Cu14,Cu,22.125,13.28380248,1.040486694362715
