name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.86236486,0.5632498659007212
Sn08,Sn,8.047,29.686901480000003,0.5553169732448393
Ta08,Ta,27.227,29.53523438,0.5641695050833708
Cu08,Cu,22.197,29.29508834,0.5692977558326086
Al_degrader_E2_E1,Al,136.6,28.207211545714287,0.8658944404865719
Ni09,Ni,22.662,27.08669406,0.6068970205567963
Sn09,Sn,7.829,26.90197522,0.5992182775132544
Ta09,Ta,27.377,26.739600100000004,0.6092103571673663
Cu09,Cu,22.091,26.48102394,0.6153420469518367
Al_degrader_E4_E3,Al,136.6,25.299520657499997,0.9334419184024079
Ni10,Ni,23.107,24.07289256,0.6654025472574076
Sn10,Sn,8.232,23.8655641,0.6575304610367416
Ta10,Ta,27.165,23.68735088,0.6687989172862241
Cu10,Cu,22.259,23.404364159999993,0.6770500942378596
Al_degrader_E6_E5,Al,136.6,22.093761876000002,1.0238521192677
Ni11,Ni,22.941,20.725076299999998,0.746950602903773
Sn11,Sn,7.982,20.49573608,0.739643637291793
Ta11,Ta,27.2,20.298319299999992,0.7533966302337102
Cu11,Cu,22.211,19.98113982,0.764851552139608
Al_degrader_E8_E7,Al,136.6,18.482680033846155,1.1633942019414103
Ni12,Ni,23.155,16.89442214,0.8753913754874563
Sn12,Sn,8.021,16.62452942,0.869771660813609
Ta12,Ta,27.702,16.39175102,0.8887573121662402
Cu12,Cu,22.177,16.0171113,0.9068761513086062
Al_degrader_E9,Al,68.3,15.031024745999998,1.0672406940215668
Ni13,Ni,23.153,13.981595924999999,1.0088940481653137
Sn13,Sn,7.354,13.67553414,1.0100120467075926
Ta13,Ta,27.337,13.416230339999998,1.035238259756412
Cu13,Cu,22.168,12.984240525,1.0615209511581598
Al_degrader_E10,Al,68.3,11.804104788000002,1.2789613998223226
Ni14,Ni,23.067,10.518932109999998,1.2549201890203807
Sn14,Sn,7.62,10.136553599999997,1.2745225468099965
Ta14,Ta,27.361,9.812241347999999,1.3145768355022625
Cu14,Cu,22.125,9.264591445714284,1.3754697383586956
