name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.84408766,0.5667680998748292
Sn08,Sn,8.047,29.644224519999998,0.5561306125639638
Ta08,Ta,27.227,29.47133534,0.5672732178298958
Cu08,Cu,22.197,29.19742866,0.5734354926324358
Al_degrader_E2_E1,Al,136.6,27.9523421325,0.930616035250496
Ni09,Ni,22.662,26.6652524,0.6176973306517036
Sn09,Sn,7.829,26.4524226,0.6072963663724985
Ta09,Ta,27.377,26.265243299999995,0.6200575429789641
Cu09,Cu,22.091,25.966835599999996,0.6276239423194752
Al_degrader_E4_E3,Al,136.6,24.595408896,1.0131652281064827
Ni10,Ni,23.107,23.16343238,0.6894779871522626
Sn10,Sn,8.232,22.920376539999996,0.6786616098009585
Ta10,Ta,27.165,22.711419619999997,0.6934117508948457
Cu10,Cu,22.259,22.378864759999995,0.7041379495739044
Al_degrader_E6_E5,Al,136.6,20.822469065,1.1432322096223608
Ni11,Ni,22.941,19.181740519999998,0.7975970527717172
Sn11,Sn,7.982,18.904840659999998,0.7876828072331935
Ta11,Ta,27.2,18.66656904,0.8065852657428589
Cu11,Cu,22.211,18.28198232,0.8228134714547505
Al_degrader_E8_E7,Al,136.6,16.426610536666665,1.3559670789040732
Ni12,Ni,23.155,14.420052435000002,0.9914484368087786
Sn12,Sn,8.021,14.073274679999999,0.9900849161919888
Ta12,Ta,27.702,13.774608135,1.0171836376937164
Cu12,Cu,22.177,13.288386735,1.0481831612251933
Al_degrader_E9,Al,68.3,11.963067078749999,1.306139829374306
Ni13,Ni,23.153,10.507857814285714,1.2621383030896731
Sn13,Sn,7.354,10.073335900000002,1.2830701275344187
Ta13,Ta,27.337,9.705274610000002,1.3299655767309724
Cu13,Cu,22.168,9.073872645,1.403697256576611
Al_degrader_E10,Al,68.3,7.13954293875,2.0118539838156777
Ni14,Ni,23.067,4.7533455714285715,2.2569849887108466
Sn14,Sn,7.62,4.0020021974999995,2.314464229320724
Ta14,Ta,27.361,3.414312893076923,2.3176428701690894
Cu14,Cu,22.125,2.4354685968,2.214531514982128
