name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.87255618,0.5624838542961101
Sn08,Sn,8.047,29.708353579999997,0.5556772668565664
Ta08,Ta,27.227,29.566462599999998,0.5635507107627848
Cu08,Cu,22.197,29.341872019999997,0.5682300178106746
Al_degrader_E2_E1,Al,136.6,28.326075265714284,0.833412159363584
Ni09,Ni,22.662,27.28137288,0.6029423342248457
Sn09,Sn,7.829,27.10939156,0.596390961199754
Ta09,Ta,27.377,26.95823408,0.6052182085219789
Cu09,Cu,22.091,26.71768606,0.6107702429569375
Al_degrader_E4_E3,Al,136.6,25.621441349999998,0.8929770493188375
Ni10,Ni,23.107,24.485767699999997,0.6559688309948195
Sn10,Sn,8.232,24.294181759999997,0.649274801669757
Ta10,Ta,27.165,24.129520099999997,0.6591556445150037
Cu10,Cu,22.259,23.868273920000004,0.6664575292153534
Al_degrader_E6_E5,Al,136.6,22.663520106666663,0.9759195693886469
Ni11,Ni,22.941,21.410165919999997,0.727601695208686
Sn11,Sn,7.982,21.200702,0.7213768202513856
Ta11,Ta,27.2,21.02035444,0.73317962435701
Cu11,Cu,22.211,20.73114778,0.7429485014461443
Al_degrader_E8_E7,Al,136.6,19.375345354999997,1.0881128012664514
Ni12,Ni,23.155,17.947941939999996,0.8343158941246632
Sn12,Sn,8.021,17.70663142,0.8292540948761022
Ta12,Ta,27.702,17.49835726,0.8448834574101285
Cu12,Cu,22.177,17.164412400000003,0.8592582812671868
Al_degrader_E9,Al,68.3,16.294564289999997,0.9942859586440895
Ni13,Ni,23.153,15.376375139999999,0.9392898195924303
Sn13,Sn,7.354,15.10997102,0.936126107509111
Ta13,Ta,27.337,14.884006059999999,0.9555975392827654
Cu13,Cu,22.168,14.50986294,0.9766998232899176
Al_degrader_E10,Al,68.3,13.508762678181819,1.1414360545375963
Ni14,Ni,23.067,12.43800171,1.1024716345725527
Sn14,Sn,7.62,12.12365386,1.1088773557554057
Ta14,Ta,27.361,11.856902355,1.1352110560576187
Cu14,Cu,22.125,11.413872324000002,1.1693502603013517
