name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.8442494,0.5665601639717004
Sn08,Sn,8.047,29.646258519999996,0.5561415817284386
Ta08,Ta,27.227,29.47501008,0.5671046272941119
Cu08,Cu,22.197,29.203695139999997,0.5731911363065382
Al_degrader_E2_E1,Al,136.6,27.970731907500003,0.9248973576356522
Ni09,Ni,22.662,26.69650066,0.616923454100721
Sn09,Sn,7.829,26.48584868,0.6067494541754921
Ta09,Ta,27.377,26.300588759999997,0.6192897090713378
Cu09,Cu,22.091,26.00528456,0.6267281788986404
Al_degrader_E4_E3,Al,136.6,24.648723659999998,1.005831697052844
Ni10,Ni,23.107,23.23285884,0.6876274344685895
Sn10,Sn,8.232,22.992619499999996,0.6770606999521904
Ta10,Ta,27.165,22.78609882,0.6915146318008084
Cu10,Cu,22.259,22.45744416,0.7020424343883312
Al_degrader_E6_E5,Al,136.6,20.920819384999998,1.1327445923985784
Ni11,Ni,22.941,19.302116979999994,0.7934735065493236
Sn11,Sn,7.982,19.02910624,0.7837616992383989
Ta11,Ta,27.2,18.794172059999998,0.8022095820391055
Cu11,Cu,22.211,18.415125960000005,0.8180020022799933
Al_degrader_E8_E7,Al,136.6,16.589831978823526,1.3406775584464095
Ni12,Ni,23.155,14.619697019999998,0.9806301852396343
Sn12,Sn,8.021,14.279756459999998,0.979046768999453
Ta12,Ta,27.702,13.98696576,1.0051193852411873
Cu12,Cu,22.177,13.510853280000001,1.0346829888971993
Al_degrader_E9,Al,68.3,12.217636808,1.2828684240418309
Ni13,Ni,23.153,10.80275736,1.235601181840577
Sn13,Sn,7.354,10.381630560000001,1.2529587353437008
Ta13,Ta,27.337,10.024998159999999,1.2963189737084828
Cu13,Cu,22.168,9.415371814285713,1.3634486981013025
Al_degrader_E10,Al,68.3,7.579669945999999,1.906016094209164
Ni14,Ni,23.067,5.340854009999999,2.1484677065915885
Sn14,Sn,7.62,4.623066351428572,2.2429389653508
Ta14,Ta,27.361,4.04175404,2.2946837463333667
Cu14,Cu,22.125,3.040640573513514,2.2970126894755105
