name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.830775359999997,0.5694908894941783
Sn08,Sn,8.047,29.61399372,0.5567827545825765
Ta08,Ta,27.227,29.42639778,0.5696624407586229
Cu08,Cu,22.197,29.12901742,0.5765811031733035
Al_degrader_E2_E1,Al,136.6,27.774090020000003,0.9752101776214188
Ni09,Ni,22.662,26.36969432,0.6257243848210948
Sn09,Sn,7.829,26.13698916,0.6131781904491502
Ta09,Ta,27.377,25.9322308,0.6280832953767835
Cu09,Cu,22.091,25.6055244,0.6367058656904614
Al_degrader_E4_E3,Al,136.6,24.097501445454547,1.0760823544302232
Ni10,Ni,23.107,22.51634876,0.7078900296278104
Sn10,Sn,8.232,22.247095559999998,0.6947982137486296
Ta10,Ta,27.165,22.01556024,0.7123123548915479
Cu10,Cu,22.259,21.646368579999997,0.7250544385001609
Al_degrader_E6_E5,Al,136.6,19.904336519999998,1.2353956716175722
Ni11,Ni,22.941,18.05316962,0.8396138438050289
Sn11,Sn,7.982,17.73876138,0.8277546338260484
Ta11,Ta,27.2,17.46823628,0.8512369947856834
Cu11,Cu,22.211,17.029844020000002,0.8720930551668438
Al_degrader_E8_E7,Al,136.6,14.87285131090909,1.5314377040453047
Ni12,Ni,23.155,12.49103776,1.108850371805945
Sn12,Sn,8.021,12.071066339999998,1.1163036666243664
Ta12,Ta,27.702,11.709372624,1.1543065950428224
Cu12,Cu,22.177,11.11263212,1.203240641577696
Al_degrader_E9,Al,68.3,9.4057107925,1.618941768547906
Ni13,Ni,23.153,7.420258305,1.6959006708762536
Sn13,Sn,7.354,6.791112195,1.7926483331993148
Ta13,Ta,27.337,6.252453745,1.9102922336217238
Cu13,Cu,22.168,5.27084108,2.119307055380233
Al_degrader_E10,Al,68.3,2.4062656752941174,2.409136764959145
Ni14,Ni,23.067,0.4088586729411765,1.0516827910078004
Sn14,Sn,7.62,0.21572065411764704,0.7257772359899228
Ta14,Ta,27.361,0.1380351552941176,0.5433860527746252
Cu14,Cu,22.125,0.06524521764705882,0.30120575437449
