name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.832558039999995,0.5691538368766026
Sn08,Sn,8.047,29.617665879999997,0.5566550464011133
Ta08,Ta,27.227,29.43170804,0.5693382525347813
Cu08,Cu,22.197,29.13694992,0.5761630173935095
Al_degrader_E2_E1,Al,136.6,27.794294680000004,0.9692459422270993
Ni09,Ni,22.662,26.403002259999997,0.6247691266659168
Sn09,Sn,7.829,26.17252636,0.6124756327439895
Ta09,Ta,27.377,25.96975338,0.6271282372677661
Cu09,Cu,22.091,25.64620438,0.6356378661382718
Al_degrader_E4_E3,Al,136.6,24.153614809090907,1.0682213069783382
Ni10,Ni,23.107,22.589348800000003,0.7057087846545202
Sn10,Sn,8.232,22.323039259999998,0.6928582057669899
Ta10,Ta,27.165,22.09409554,0.7100805986309641
Cu10,Cu,22.259,21.72908858,0.7225989250708746
Al_degrader_E6_E5,Al,136.6,20.00845602,1.2236365358856898
Ni11,Ni,22.941,18.181703979999998,0.8345326762039696
Sn11,Sn,7.982,17.87169944,0.8229256072718155
Ta11,Ta,27.2,17.6049289,0.8458126437603011
Cu11,Cu,22.211,17.172897459999998,0.8660600687744173
Al_degrader_E8_E7,Al,136.6,15.052266728571427,1.5106726076056831
Ni12,Ni,23.155,12.717106403999999,1.0944545200154225
Sn12,Sn,8.021,12.306575299999997,1.099375735510799
Ta12,Ta,27.702,11.9530047,1.1355815409638843
Cu12,Cu,22.177,11.37075551,1.1814771330011595
Al_degrader_E9,Al,68.3,9.717545765217391,1.5707678161585363
Ni13,Ni,23.153,7.814231852727273,1.6190930269766195
Sn13,Sn,7.354,7.217662725,1.7010270338079798
Ta13,Ta,27.337,6.70688472,1.809732327765019
Cu13,Cu,22.168,5.78131875,2.012936238172595
Al_degrader_E10,Al,68.3,2.916218150588235,2.517496308050981
Ni14,Ni,23.067,0.6272926764705883,1.3151170632660139
Sn14,Sn,7.62,0.3495436811764706,0.9581603478155797
Ta14,Ta,27.361,0.22635640823529413,0.7407347703011988
Cu14,Cu,22.125,0.10103978470588235,0.43460278808639885
