name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.8422359,0.5679060597943907
Sn08,Sn,8.047,29.640496140000003,0.5570724946046972
Ta08,Ta,27.227,29.465965739999998,0.5683890030131233
Cu08,Cu,22.197,29.189451419999997,0.5746285884464709
Al_degrader_E2_E1,Al,136.6,27.932157930000002,0.937035762945105
Ni09,Ni,22.662,26.632116319999998,0.6195141725494725
Sn09,Sn,7.829,26.417088619999998,0.6088866290751469
Ta09,Ta,27.377,26.2279802,0.6218731796821277
Cu09,Cu,22.091,25.9264474,0.6295506999704154
Al_degrader_E4_E3,Al,136.6,24.540008796000002,1.0212843352576353
Ni10,Ni,23.107,23.09175946,0.6924706006037429
Sn10,Sn,8.232,22.845846339999998,0.6814559192703549
Ta10,Ta,27.165,22.6344431,0.6964965677319522
Cu10,Cu,22.259,22.29789416,0.7074419618865525
Al_degrader_E6_E5,Al,136.6,20.72168845846154,1.1502720244962896
Ni11,Ni,22.941,19.058365,0.8031440570501658
Sn11,Sn,7.982,18.77748354,0.7930629282907304
Ta11,Ta,27.2,18.53579648,0.8124006110408888
Cu11,Cu,22.211,18.14554416,0.8291132549235323
Al_degrader_E8_E7,Al,136.6,16.25915032333333,1.3753943495774448
Ni12,Ni,23.155,14.21512947,1.0044290220505971
Sn12,Sn,8.021,13.861267699999999,1.0034006239467415
Ta12,Ta,27.702,13.556490495,1.0315758562387232
Cu12,Cu,22.177,13.05971949,1.0642234516839684
Al_degrader_E9,Al,68.3,11.700494403529412,1.3329728696547947
Ni13,Ni,23.153,10.202058719999998,1.2946614636875833
Sn13,Sn,7.354,9.75312954,1.3188895362309112
Ta13,Ta,27.337,9.372613450000001,1.3700520045892775
Cu13,Cu,22.168,8.717037337499999,1.453059697648693
Al_degrader_E10,Al,68.3,6.670690174285715,2.1302068063177133
Ni14,Ni,23.067,4.135543463076924,2.337170235770377
Sn14,Sn,7.62,3.3663098399999996,2.335473025793722
Ta14,Ta,27.361,2.791255846285714,2.277940854013013
Cu14,Cu,22.125,1.8738791411764708,2.0628686645155585
