name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.864913020000003,0.5631983762711675
Sn08,Sn,8.047,29.691322659999997,0.5554509855698561
Ta08,Ta,27.227,29.5412875,0.5641114598585548
Cu08,Cu,22.197,29.303741459999998,0.569167362273232
Al_degrader_E2_E1,Al,136.6,28.22792468571429,0.8604372189843211
Ni09,Ni,22.662,27.120120160000003,0.6063045412674842
Sn09,Sn,7.829,26.93753964,0.5988321569761184
Ta09,Ta,27.377,26.777053940000002,0.6086217721462784
Cu09,Cu,22.091,26.521524980000002,0.6146485064132179
Al_degrader_E4_E3,Al,136.6,25.354358565,0.9266106148815373
Ni10,Ni,23.107,24.14308878,0.6638725487908892
Sn10,Sn,8.232,23.938410920000003,0.6561948616262959
Ta10,Ta,27.165,23.76248036,0.6672138534340174
Cu10,Cu,22.259,23.48319004,0.6753232130208456
Al_degrader_E6_E5,Al,136.6,22.190606418,1.014702070904169
Ni11,Ni,22.941,20.841594179999998,0.7436944287744313
Sn11,Sn,7.982,20.61565542,0.7365609382967735
Ta11,Ta,27.2,20.421152300000003,0.7499745197036429
Cu11,Cu,22.211,20.10877304,0.7611171196137676
Al_degrader_E8_E7,Al,136.6,18.635033898461536,1.149621743406253
Ni12,Ni,23.155,17.07480278,0.8681196733770475
Sn12,Sn,8.021,16.809893539999997,0.8625860913939365
Ta12,Ta,27.702,16.58143598,0.8809813425728377
Cu12,Cu,22.177,16.213986759999997,0.8983819932215374
Al_degrader_E9,Al,68.3,15.248695367999998,1.0530556289272397
Ni13,Ni,23.153,14.222898945,0.9955504716074854
Sn13,Sn,7.354,13.92403748,0.996283531709347
Ta13,Ta,27.337,13.670752760000001,1.020401193135515
Cu13,Cu,22.168,13.249396905,1.0451692816842737
Al_degrader_E10,Al,68.3,12.102820834285716,1.2525581536461134
Ni14,Ni,23.067,10.85895708,1.2236048899534004
Sn14,Sn,7.62,10.48989142,1.2405773403582638
Ta14,Ta,27.361,10.176996144,1.2771702352502314
Cu14,Cu,22.125,9.65043961,1.3320300656302948
