name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.82889008,0.5699625426969684
Sn08,Sn,8.047,29.610201239999995,0.557012007323417
Ta08,Ta,27.227,29.42096316,0.5701017932990691
Cu08,Cu,22.197,29.12097618,0.5770857009774264
Al_degrader_E2_E1,Al,136.6,27.753759300000002,0.9812749702624183
Ni09,Ni,22.662,26.33624704,0.6268087370891047
Sn09,Sn,7.829,26.10129824,0.6140154084165171
Ta09,Ta,27.377,25.894562139999998,0.6291630714517662
Cu09,Cu,22.091,25.56464384,0.6379339586117472
Al_degrader_E4_E3,Al,136.6,24.04115109818182,1.0840700763621718
Ni10,Ni,23.107,22.4430189,0.7102161157301276
Sn10,Sn,8.232,22.17076466,0.6968670200942819
Ta10,Ta,27.165,21.93666054,0.7147019255654125
Cu10,Cu,22.259,21.563264919999998,0.7276899083382932
Al_degrader_E6_E5,Al,136.6,19.799800788,1.2436099919165087
Ni11,Ni,22.941,17.92374344,0.8449304432064016
Sn11,Sn,7.982,17.604885619999997,0.8328939281308368
Ta11,Ta,27.2,17.33053354,0.8569221494016062
Cu11,Cu,22.211,16.88570154,0.8783859341096193
Al_degrader_E8_E7,Al,136.6,14.691314874545453,1.5550122537299775
Ni12,Ni,23.155,12.26137051,1.125758006901279
Sn12,Sn,8.021,11.831669620000001,1.1342368147653539
Ta12,Ta,27.702,11.461488804,1.1741773332945282
Cu12,Cu,22.177,10.84957455,1.2264940707530134
Al_degrader_E9,Al,68.3,9.08456358,1.6726045313180231
Ni13,Ni,23.153,7.007144741538461,1.7836864598027684
Sn13,Sn,7.354,6.34105383,1.895339360495194
Ta13,Ta,27.337,5.772448092857143,2.0174274814259845
Cu13,Cu,22.168,4.7355506485714285,2.2146732503691005
Al_degrader_E10,Al,68.3,1.9379679811764705,2.2546231790712574
Ni14,Ni,23.067,0.2583570176470588,0.8146363365602359
Sn14,Sn,7.62,0.1327282623529412,0.5337666688697396
Ta14,Ta,27.361,0.08672311647058825,0.38777488786390496
Cu14,Cu,22.125,0.04669630823529411,0.20336720730973099
