name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145,29.839724739999998,0.5675739389999618
Sn08,Sn,8.047,29.634227579999997,0.5562613824159858
Ta08,Ta,27.227,29.456434899999998,0.5679740505181465
Cu08,Cu,22.197,29.1747127,0.5743760166116879
Al_degrader_E2_E1,Al,136.6,27.8930325375,0.9481730887165649
Ni09,Ni,22.662,26.56710458,0.6202494492887709
Sn09,Sn,7.829,26.34768692,0.6091408304004202
Ta09,Ta,27.377,26.154691579999998,0.622593834114267
Cu09,Cu,22.091,25.846906320000002,0.6305026676740214
Al_degrader_E4_E3,Al,136.6,24.430354811999997,1.0356959939424526
Ni10,Ni,23.107,22.949414859999997,0.6953405718144026
Sn10,Sn,8.232,22.69776178,0.6837921871235673
Ta10,Ta,27.165,22.481421759999996,0.6994263353624185
Cu10,Cu,22.259,22.13685736,0.710804541779124
Al_degrader_E6_E5,Al,136.6,20.520209427692308,1.1711609442120814
Ni11,Ni,22.941,18.8115276,0.8107376384739023
Sn11,Sn,7.982,18.522594660000003,0.8001958173719007
Ta11,Ta,27.2,18.27398446,0.8204955305658334
Cu11,Cu,22.211,17.87220748,0.8381089064268733
Al_degrader_E8_E7,Al,136.6,15.922305603157895,1.4102648386979526
Ni12,Ni,23.155,13.800760775999999,1.0246766581999796
Sn12,Sn,8.021,13.4319639,1.0265437309227454
Ta12,Ta,27.702,13.114417664999998,1.0570750928557289
Cu12,Cu,22.177,12.595671168,1.0911598389665538
Al_degrader_E9,Al,68.3,11.163658156666665,1.387970924871916
Ni13,Ni,23.153,9.57097521,1.3607535819778156
Sn13,Sn,7.354,9.089757819999999,1.3941370828397213
Ta13,Ta,27.337,8.681223942857143,1.4553324385340953
Cu13,Cu,22.168,7.969679146666666,1.5632433218109303
Al_degrader_E10,Al,68.3,5.664556455714285,2.3639318002906955
Ni14,Ni,23.067,2.891927136818182,2.3305962706936088
Sn14,Sn,7.62,2.1599686714285715,2.169052383808246
Ta14,Ta,27.361,1.67392006,1.9878382832497028
Cu14,Cu,22.125,0.9775074376470587,1.5954887501743522
