isotope,A0,cov A0,sigma_A0
59CUg,1000000.0,inf,inf
59NIg,0.0,,
60CUg,186162.91990104,814522092.9208717,28539.83344241644
61CUg,4393390.483239902,2461788235.958138,49616.41095401942
64CUg,487758.73882776353,289124824.4026258,17003.670909619068
60ZNg,1667642.0366079384,89387785563.78905,298977.9014639528
60CUg,0.0,0.0,0.0
61ZNg,587249861.2804066,44769656254522.234,6691013.096274901
61CUg,0.0,0.0,0.0
62ZNg,126429.91311010385,18749842.198032696,4330.108797482195
62CUg,0.0,0.0,0.0
63ZNg,4070018.147053477,23250748478.728268,152481.96115845398
65ZNg,105.23840412311485,4.677138453274002,2.162669288928384
56COg,6.597416759748699,12.208496411609865,3.49406588541342
57COg,24.661049837975717,0.7302381227292469,0.8545397139567282
58COg,2846.2128815724172,18755.989473427264,136.95250809469414
60COg,13.027667625353969,0.39883406184663545,0.6315331043157084
62COg,1000000.0,inf,inf
53FEg,66955387630.51121,inf,inf
53MNg,0.0,,
56NIg,81.83481418376961,3409.059418003642,58.38715113793138
56COg,0.0,0.0,0.0
57NIg,71.15769303215559,24211.452227876278,155.60029636178808
57COg,0.0,0.0,0.0
