isotope,A0,cov A0,sigma_A0
177Wg,1000000.0,inf,inf
177TAg,0.0,,
178Wg,46.41328512139927,6423.65542932244,80.14771006911202
178TAg,0.0,0.0,0.0
178TAg,1000000.0,inf,inf
180TAg,1000000.0,inf,inf
172LUm1,1000000.0,inf,inf
172LUg,0.0,,
176LUm1,1000000.0,inf,inf
