isotope,A0,cov A0,sigma_A0
59CUg,1000000.0,inf,inf
59NIg,0.0,,
60CUg,1000000.0,0.0,0.0
60ZNg,1000000.0,inf,inf
60CUg,0.0,,
63ZNg,29706403.793925565,726163298911.712,852152.1571361021
65ZNg,1176.5765541212263,443422.8281026789,665.9000135926406
56COg,7.9744966080673825,10.233875686027417,3.1990429328202863
57NIg,19.15950546385636,inf,inf
57COg,0.0,,
